Country,Year,Type,Value,Lower_CI,Upper_CI,ARIMA_Order,MAPE
Kuwait,1999,Historical,839.0,,,"(2,1,1)",
Kuwait,2000,Historical,685.0,,,"(2,1,1)",
Kuwait,2001,Historical,592.0,,,"(2,1,1)",
Kuwait,2002,Historical,633.0,,,"(2,1,1)",
Kuwait,2003,Historical,733.0,,,"(2,1,1)",
Kuwait,2004,Historical,716.0,,,"(2,1,1)",
Kuwait,2005,Historical,711.0,,,"(2,1,1)",
Kuwait,2006,Historical,760.0,,,"(2,1,1)",
Kuwait,2007,Historical,784.0,,,"(2,1,1)",
Kuwait,2008,Historical,728.0,,,"(2,1,1)",
Kuwait,2009,Historical,675.0,,,"(2,1,1)",
Kuwait,2010,Historical,718.0,,,"(2,1,1)",
Kuwait,2011,Historical,725.0,,,"(2,1,1)",
Kuwait,2012,Historical,762.0,,,"(2,1,1)",
Kuwait,2013,Historical,737.0,,,"(2,1,1)",
Kuwait,2014,Historical,779.0,,,"(2,1,1)",
Kuwait,2015,Historical,770.0,,,"(2,1,1)",
Kuwait,2016,Historical,724.0,,,"(2,1,1)",
Kuwait,2017,Historical,611.059375,,,"(2,1,1)",
Kuwait,2018,Historical,616.319367,,,"(2,1,1)",
Kuwait,2019,Historical,619.671742,,,"(2,1,1)",
Kuwait,2020,Historical,510.610464,,,"(2,1,1)",
Kuwait,2021,Historical,650.724107,,,"(2,1,1)",
Kuwait,2022,Historical,704.727874,,,"(2,1,1)",
Kuwait,2023,Historical,955.997375,,,"(2,1,1)",
Kuwait,2024,Historical,948.3769152000605,,,"(2,1,1)",
Kuwait,2025,Forecast,1046.8761158860568,863.4462007797501,1230.3060309923635,"(2,1,1)",18.75
Kuwait,2026,Forecast,1018.2948182765938,747.3376657011815,1289.251970852006,"(2,1,1)",18.75
Kuwait,2027,Forecast,1067.1299432568312,682.8184576851327,1451.4414288285298,"(2,1,1)",18.75
Kuwait,2028,Forecast,1042.516280956378,578.2694183290348,1506.7631435837213,"(2,1,1)",18.75
Kuwait,2029,Forecast,1069.4184682888117,519.7258674404087,1619.1110691372146,"(2,1,1)",18.75
Kuwait,2030,Forecast,1052.1251424906875,434.99400988355694,1669.2562750978182,"(2,1,1)",18.75
Kuwait,2031,Forecast,1067.9068668293721,382.4408344629886,1753.3728991957555,"(2,1,1)",18.75
Netherlands,1971,Historical,697.0,,,"(2,1,1)",
Netherlands,1972,Historical,763.0,,,"(2,1,1)",
Netherlands,1973,Historical,853.0,,,"(2,1,1)",
Netherlands,1974,Historical,804.0,,,"(2,1,1)",
Netherlands,1975,Historical,680.0,,,"(2,1,1)",
Netherlands,1976,Historical,741.0,,,"(2,1,1)",
Netherlands,1977,Historical,671.0,,,"(2,1,1)",
Netherlands,1978,Historical,663.0,,,"(2,1,1)",
Netherlands,1979,Historical,794.0,,,"(2,1,1)",
Netherlands,1980,Historical,860.0,,,"(2,1,1)",
Netherlands,1981,Historical,844.0,,,"(2,1,1)",
Netherlands,1982,Historical,971.0,,,"(2,1,1)",
Netherlands,1983,Historical,1074.0,,,"(2,1,1)",
Netherlands,1984,Historical,1086.0,,,"(2,1,1)",
Netherlands,1985,Historical,1082.0,,,"(2,1,1)",
Netherlands,1986,Historical,1191.0,,,"(2,1,1)",
Netherlands,1987,Historical,1187.0,,,"(2,1,1)",
Netherlands,1988,Historical,1160.0,,,"(2,1,1)",
Netherlands,1989,Historical,1244.0,,,"(2,1,1)",
Netherlands,1990,Historical,1193.0,,,"(2,1,1)",
Netherlands,1991,Historical,1171.0,,,"(2,1,1)",
Netherlands,1992,Historical,1102.0,,,"(2,1,1)",
Netherlands,1993,Historical,1148.0,,,"(2,1,1)",
Netherlands,1994,Historical,1083.0,,,"(2,1,1)",
Netherlands,1995,Historical,1134.0,,,"(2,1,1)",
Netherlands,1996,Historical,1147.0,,,"(2,1,1)",
Netherlands,1997,Historical,1224.0,,,"(2,1,1)",
Netherlands,1998,Historical,1203.0,,,"(2,1,1)",
Netherlands,1999,Historical,1198.0,,,"(2,1,1)",
Netherlands,2000,Historical,1283.0,,,"(2,1,1)",
Netherlands,2001,Historical,1316.0,,,"(2,1,1)",
Netherlands,2002,Historical,1301.0,,,"(2,1,1)",
Netherlands,2003,Historical,1291.0,,,"(2,1,1)",
Netherlands,2004,Historical,1459.0,,,"(2,1,1)",
Netherlands,2005,Historical,1576.0,,,"(2,1,1)",
Netherlands,2006,Historical,1669.0,,,"(2,1,1)",
Netherlands,2007,Historical,1579.0,,,"(2,1,1)",
Netherlands,2008,Historical,1668.0,,,"(2,1,1)",
Netherlands,2009,Historical,1862.0,,,"(2,1,1)",
Netherlands,2010,Historical,2062.0,,,"(2,1,1)",
Netherlands,2011,Historical,2040.0,,,"(2,1,1)",
Netherlands,2012,Historical,2112.0,,,"(2,1,1)",
Netherlands,2013,Historical,2101.0,,,"(2,1,1)",
Netherlands,2014,Historical,2081.0,,,"(2,1,1)",
Netherlands,2015,Historical,2320.0,,,"(2,1,1)",
Netherlands,2016,Historical,2360.0,,,"(2,1,1)",
Netherlands,2017,Historical,2401.25665,,,"(2,1,1)",
Netherlands,2018,Historical,2389.96482,,,"(2,1,1)",
Netherlands,2019,Historical,2297.66632,,,"(2,1,1)",
Netherlands,2020,Historical,1932.0287,,,"(2,1,1)",
Netherlands,2021,Historical,2267.28584,,,"(2,1,1)",
Netherlands,2022,Historical,2249.56119,,,"(2,1,1)",
Netherlands,2023,Historical,2214.41364,,,"(2,1,1)",
Netherlands,2024,Historical,2126.50457,,,"(2,1,1)",
Netherlands,2025,Forecast,2182.881999136172,1902.2518596264215,2463.5121386459227,"(2,1,1)",13.15
Netherlands,2026,Forecast,2212.136589720058,1904.182198840133,2520.090980599983,"(2,1,1)",13.15
Netherlands,2027,Forecast,2218.5161295183184,1908.485060367714,2528.547198668923,"(2,1,1)",13.15
Netherlands,2028,Forecast,2218.443838360461,1908.6557054233951,2528.231971297527,"(2,1,1)",13.15
Netherlands,2029,Forecast,2217.865575681281,1908.3047742143501,2527.426377148212,"(2,1,1)",13.15
Netherlands,2030,Forecast,2217.6495537816395,1908.1547509895277,2527.1443565737513,"(2,1,1)",13.15
Netherlands,2031,Forecast,2217.61642115202,1908.1247282079921,2527.1081140960478,"(2,1,1)",13.15
Russia,1971,Historical,0.0,,,"(1,1,1)",
Russia,1972,Historical,0.0,,,"(1,1,1)",
Russia,1973,Historical,0.0,,,"(1,1,1)",
Russia,1974,Historical,0.0,,,"(1,1,1)",
Russia,1975,Historical,0.0,,,"(1,1,1)",
Russia,1976,Historical,0.0,,,"(1,1,1)",
Russia,1977,Historical,0.0,,,"(1,1,1)",
Russia,1978,Historical,0.0,,,"(1,1,1)",
Russia,1979,Historical,0.0,,,"(1,1,1)",
Russia,1980,Historical,0.0,,,"(1,1,1)",
Russia,1981,Historical,0.0,,,"(1,1,1)",
Russia,1982,Historical,0.0,,,"(1,1,1)",
Russia,1983,Historical,0.0,,,"(1,1,1)",
Russia,1984,Historical,0.0,,,"(1,1,1)",
Russia,1985,Historical,0.0,,,"(1,1,1)",
Russia,1986,Historical,0.0,,,"(1,1,1)",
Russia,1987,Historical,0.0,,,"(1,1,1)",
Russia,1988,Historical,0.0,,,"(1,1,1)",
Russia,1989,Historical,0.0,,,"(1,1,1)",
Russia,1990,Historical,1302.0,,,"(1,1,1)",
Russia,1991,Historical,1093.0,,,"(1,1,1)",
Russia,1992,Historical,855.0,,,"(1,1,1)",
Russia,1993,Historical,854.0,,,"(1,1,1)",
Russia,1994,Historical,886.0,,,"(1,1,1)",
Russia,1995,Historical,905.0,,,"(1,1,1)",
Russia,1996,Historical,1061.0,,,"(1,1,1)",
Russia,1997,Historical,1124.0,,,"(1,1,1)",
Russia,1998,Historical,1003.0,,,"(1,1,1)",
Russia,1999,Historical,949.0,,,"(1,1,1)",
Russia,2000,Historical,1053.0,,,"(1,1,1)",
Russia,2001,Historical,1094.0,,,"(1,1,1)",
Russia,2002,Historical,1302.0,,,"(1,1,1)",
Russia,2003,Historical,1303.0,,,"(1,1,1)",
Russia,2004,Historical,1391.0,,,"(1,1,1)",
Russia,2005,Historical,1635.0,,,"(1,1,1)",
Russia,2006,Historical,1712.0,,,"(1,1,1)",
Russia,2007,Historical,1840.0,,,"(1,1,1)",
Russia,2008,Historical,1886.0,,,"(1,1,1)",
Russia,2009,Historical,1975.0,,,"(1,1,1)",
Russia,2010,Historical,2194.0,,,"(1,1,1)",
Russia,2011,Historical,2285.0,,,"(1,1,1)",
Russia,2012,Historical,2430.0,,,"(1,1,1)",
Russia,2013,Historical,2613.0,,,"(1,1,1)",
Russia,2014,Historical,2684.0,,,"(1,1,1)",
Russia,2015,Historical,2715.0,,,"(1,1,1)",
Russia,2016,Historical,2522.0,,,"(1,1,1)",
Russia,2017,Historical,2602.56742,,,"(1,1,1)",
Russia,2018,Historical,2664.26126,,,"(1,1,1)",
Russia,2019,Historical,2653.99183,,,"(1,1,1)",
Russia,2020,Historical,2471.19211,,,"(1,1,1)",
Russia,2021,Historical,2459.40846,,,"(1,1,1)",
Russia,2022,Historical,2300.00429,,,"(1,1,1)",
Russia,2023,Historical,2160.04205,,,"(1,1,1)",
Russia,2024,Historical,2061.2015339999343,,,"(1,1,1)",
Russia,2025,Forecast,2009.8370298374607,1796.8958968760887,2222.7781627988325,"(1,1,1)",11.62
Russia,2026,Forecast,1967.2429244667676,1638.4808320678958,2296.0050168656394,"(1,1,1)",11.62
Russia,2027,Forecast,1931.9216877116937,1499.0374841091998,2364.8058913141876,"(1,1,1)",11.62
Russia,2028,Forecast,1902.6314900411403,1371.6906348969624,2433.572345185318,"(1,1,1)",11.62
Russia,2029,Forecast,1878.3425421334243,1253.8208444374964,2502.8642398293523,"(1,1,1)",11.62
Russia,2030,Forecast,1858.2008893832676,1143.956036893428,2572.445741873107,"(1,1,1)",11.62
Russia,2031,Forecast,1841.498388433071,1041.070952025801,2641.925824840341,"(1,1,1)",11.62
Saudi Arabia,1971,Historical,287.0,,,"(2,1,2)",
Saudi Arabia,1972,Historical,273.0,,,"(2,1,2)",
Saudi Arabia,1973,Historical,317.0,,,"(2,1,2)",
Saudi Arabia,1974,Historical,328.0,,,"(2,1,2)",
Saudi Arabia,1975,Historical,364.0,,,"(2,1,2)",
Saudi Arabia,1976,Historical,484.0,,,"(2,1,2)",
Saudi Arabia,1977,Historical,479.0,,,"(2,1,2)",
Saudi Arabia,1978,Historical,503.0,,,"(2,1,2)",
Saudi Arabia,1979,Historical,532.0,,,"(2,1,2)",
Saudi Arabia,1980,Historical,559.0,,,"(2,1,2)",
Saudi Arabia,1981,Historical,607.0,,,"(2,1,2)",
Saudi Arabia,1982,Historical,580.0,,,"(2,1,2)",
Saudi Arabia,1983,Historical,487.0,,,"(2,1,2)",
Saudi Arabia,1984,Historical,617.0,,,"(2,1,2)",
Saudi Arabia,1985,Historical,628.0,,,"(2,1,2)",
Saudi Arabia,1986,Historical,854.0,,,"(2,1,2)",
Saudi Arabia,1987,Historical,1009.0,,,"(2,1,2)",
Saudi Arabia,1988,Historical,1076.0,,,"(2,1,2)",
Saudi Arabia,1989,Historical,1133.0,,,"(2,1,2)",
Saudi Arabia,1990,Historical,1381.0,,,"(2,1,2)",
Saudi Arabia,1991,Historical,1221.0,,,"(2,1,2)",
Saudi Arabia,1992,Historical,1282.0,,,"(2,1,2)",
Saudi Arabia,1993,Historical,1258.0,,,"(2,1,2)",
Saudi Arabia,1994,Historical,1314.0,,,"(2,1,2)",
Saudi Arabia,1995,Historical,1315.0,,,"(2,1,2)",
Saudi Arabia,1996,Historical,1463.0,,,"(2,1,2)",
Saudi Arabia,1997,Historical,1393.0,,,"(2,1,2)",
Saudi Arabia,1998,Historical,1350.0,,,"(2,1,2)",
Saudi Arabia,1999,Historical,1270.0,,,"(2,1,2)",
Saudi Arabia,2000,Historical,1143.0,,,"(2,1,2)",
Saudi Arabia,2001,Historical,1069.0,,,"(2,1,2)",
Saudi Arabia,2002,Historical,980.0,,,"(2,1,2)",
Saudi Arabia,2003,Historical,1135.0,,,"(2,1,2)",
Saudi Arabia,2004,Historical,1252.0,,,"(2,1,2)",
Saudi Arabia,2005,Historical,1312.0,,,"(2,1,2)",
Saudi Arabia,2006,Historical,1214.0,,,"(2,1,2)",
Saudi Arabia,2007,Historical,1047.0,,,"(2,1,2)",
Saudi Arabia,2008,Historical,1125.0,,,"(2,1,2)",
Saudi Arabia,2009,Historical,1139.0,,,"(2,1,2)",
Saudi Arabia,2010,Historical,1084.0,,,"(2,1,2)",
Saudi Arabia,2011,Historical,959.0,,,"(2,1,2)",
Saudi Arabia,2012,Historical,1082.0,,,"(2,1,2)",
Saudi Arabia,2013,Historical,1004.0,,,"(2,1,2)",
Saudi Arabia,2014,Historical,1190.0,,,"(2,1,2)",
Saudi Arabia,2015,Historical,1381.0,,,"(2,1,2)",
Saudi Arabia,2016,Historical,1718.0,,,"(2,1,2)",
Saudi Arabia,2017,Historical,1675.96974,,,"(2,1,2)",
Saudi Arabia,2018,Historical,2174.11144,,,"(2,1,2)",
Saudi Arabia,2019,Historical,1528.07364,,,"(2,1,2)",
Saudi Arabia,2020,Historical,1291.55462,,,"(2,1,2)",
Saudi Arabia,2021,Historical,1522.28483,,,"(2,1,2)",
Saudi Arabia,2022,Historical,1683.29764,,,"(2,1,2)",
Saudi Arabia,2023,Historical,1465.61132,,,"(2,1,2)",
Saudi Arabia,2024,Historical,1578.2099239999734,,,"(2,1,2)",
Saudi Arabia,2025,Forecast,1471.9599641619388,924.1611031421669,2019.7588251817108,"(2,1,2)",23.03
Saudi Arabia,2026,Forecast,1525.8777503932483,858.412203377288,2193.3432974092084,"(2,1,2)",23.03
Saudi Arabia,2027,Forecast,1436.0988200910592,700.0053564876724,2172.192283694446,"(2,1,2)",23.03
Saudi Arabia,2028,Forecast,1501.2998073417798,733.9181523220025,2268.6814623615574,"(2,1,2)",23.03
Saudi Arabia,2029,Forecast,1419.2577151450264,629.0448388294509,2209.470591460602,"(2,1,2)",23.03
Saudi Arabia,2030,Forecast,1489.7563417267786,688.7088579253824,2290.803825528175,"(2,1,2)",23.03
Saudi Arabia,2031,Forecast,1411.3491680365532,601.159328736575,2221.5390073365315,"(2,1,2)",23.03
Singapore,1971,Historical,306.0,,,"(2,1,1)",
Singapore,1972,Historical,320.0,,,"(2,1,1)",
Singapore,1973,Historical,333.0,,,"(2,1,1)",
Singapore,1974,Historical,365.0,,,"(2,1,1)",
Singapore,1975,Historical,289.0,,,"(2,1,1)",
Singapore,1976,Historical,332.0,,,"(2,1,1)",
Singapore,1977,Historical,399.0,,,"(2,1,1)",
Singapore,1978,Historical,397.0,,,"(2,1,1)",
Singapore,1979,Historical,440.0,,,"(2,1,1)",
Singapore,1980,Historical,568.0,,,"(2,1,1)",
Singapore,1981,Historical,666.0,,,"(2,1,1)",
Singapore,1982,Historical,734.0,,,"(2,1,1)",
Singapore,1983,Historical,745.0,,,"(2,1,1)",
Singapore,1984,Historical,611.0,,,"(2,1,1)",
Singapore,1985,Historical,582.0,,,"(2,1,1)",
Singapore,1986,Historical,580.0,,,"(2,1,1)",
Singapore,1987,Historical,583.0,,,"(2,1,1)",
Singapore,1988,Historical,624.0,,,"(2,1,1)",
Singapore,1989,Historical,673.0,,,"(2,1,1)",
Singapore,1990,Historical,740.0,,,"(2,1,1)",
Singapore,1991,Historical,755.0,,,"(2,1,1)",
Singapore,1992,Historical,813.0,,,"(2,1,1)",
Singapore,1993,Historical,880.0,,,"(2,1,1)",
Singapore,1994,Historical,960.0,,,"(2,1,1)",
Singapore,1995,Historical,981.0,,,"(2,1,1)",
Singapore,1996,Historical,1045.0,,,"(2,1,1)",
Singapore,1997,Historical,973.0,,,"(2,1,1)",
Singapore,1998,Historical,969.0,,,"(2,1,1)",
Singapore,1999,Historical,940.0,,,"(2,1,1)",
Singapore,2000,Historical,845.0,,,"(2,1,1)",
Singapore,2001,Historical,840.0,,,"(2,1,1)",
Singapore,2002,Historical,907.0,,,"(2,1,1)",
Singapore,2003,Historical,980.0,,,"(2,1,1)",
Singapore,2004,Historical,1082.0,,,"(2,1,1)",
Singapore,2005,Historical,1284.0,,,"(2,1,1)",
Singapore,2006,Historical,1337.0,,,"(2,1,1)",
Singapore,2007,Historical,1437.0,,,"(2,1,1)",
Singapore,2008,Historical,1562.0,,,"(2,1,1)",
Singapore,2009,Historical,1653.0,,,"(2,1,1)",
Singapore,2010,Historical,1759.0,,,"(2,1,1)",
Singapore,2011,Historical,1872.0,,,"(2,1,1)",
Singapore,2012,Historical,1678.0,,,"(2,1,1)",
Singapore,2013,Historical,1685.0,,,"(2,1,1)",
Singapore,2014,Historical,1716.0,,,"(2,1,1)",
Singapore,2015,Historical,1819.0,,,"(2,1,1)",
Singapore,2016,Historical,1955.0,,,"(2,1,1)",
Singapore,2017,Historical,2024.58552,,,"(2,1,1)",
Singapore,2018,Historical,1693.42242,,,"(2,1,1)",
Singapore,2019,Historical,1703.94655,,,"(2,1,1)",
Singapore,2020,Historical,1481.33607,,,"(2,1,1)",
Singapore,2021,Historical,1448.67819,,,"(2,1,1)",
Singapore,2022,Historical,1417.10181,,,"(2,1,1)",
Singapore,2023,Historical,1537.41981,,,"(2,1,1)",
Singapore,2024,Historical,1398.5101639999775,,,"(2,1,1)",
Singapore,2025,Forecast,1447.8478506835702,1194.822043989071,1700.8736573780693,"(2,1,1)",13.98
Singapore,2026,Forecast,1379.3790861657228,996.0527092109373,1762.7054631205083,"(2,1,1)",13.98
Singapore,2027,Forecast,1443.7352522094197,947.7813606773265,1939.689143741513,"(2,1,1)",13.98
Singapore,2028,Forecast,1378.5215448921851,798.3099162644826,1958.7331735198877,"(2,1,1)",13.98
Singapore,2029,Forecast,1443.5300477131027,782.1254744478729,2104.9346209783325,"(2,1,1)",13.98
Singapore,2030,Forecast,1378.4994992379818,651.5215829851685,2105.477415490795,"(2,1,1)",13.98
Singapore,2031,Forecast,1443.5035071072107,650.1646764807606,2236.8423377336608,"(2,1,1)",13.98
South Korea,1971,Historical,20.0,,,"(1,1,2)",
South Korea,1972,Historical,16.0,,,"(1,1,2)",
South Korea,1973,Historical,22.0,,,"(1,1,2)",
South Korea,1974,Historical,23.0,,,"(1,1,2)",
South Korea,1975,Historical,22.0,,,"(1,1,2)",
South Korea,1976,Historical,29.0,,,"(1,1,2)",
South Korea,1977,Historical,22.0,,,"(1,1,2)",
South Korea,1978,Historical,7.0,,,"(1,1,2)",
South Korea,1979,Historical,2.0,,,"(1,1,2)",
South Korea,1980,Historical,0.0,,,"(1,1,2)",
South Korea,1981,Historical,8.0,,,"(1,1,2)",
South Korea,1982,Historical,19.0,,,"(1,1,2)",
South Korea,1983,Historical,44.0,,,"(1,1,2)",
South Korea,1984,Historical,65.0,,,"(1,1,2)",
South Korea,1985,Historical,72.0,,,"(1,1,2)",
South Korea,1986,Historical,74.0,,,"(1,1,2)",
South Korea,1987,Historical,88.0,,,"(1,1,2)",
South Korea,1988,Historical,84.0,,,"(1,1,2)",
South Korea,1989,Historical,94.0,,,"(1,1,2)",
South Korea,1990,Historical,74.0,,,"(1,1,2)",
South Korea,1991,Historical,190.0,,,"(1,1,2)",
South Korea,1992,Historical,250.0,,,"(1,1,2)",
South Korea,1993,Historical,282.0,,,"(1,1,2)",
South Korea,1994,Historical,236.0,,,"(1,1,2)",
South Korea,1995,Historical,311.0,,,"(1,1,2)",
South Korea,1996,Historical,423.0,,,"(1,1,2)",
South Korea,1997,Historical,624.0,,,"(1,1,2)",
South Korea,1998,Historical,807.0,,,"(1,1,2)",
South Korea,1999,Historical,803.0,,,"(1,1,2)",
South Korea,2000,Historical,821.0,,,"(1,1,2)",
South Korea,2001,Historical,808.0,,,"(1,1,2)",
South Korea,2002,Historical,649.0,,,"(1,1,2)",
South Korea,2003,Historical,574.0,,,"(1,1,2)",
South Korea,2004,Historical,644.0,,,"(1,1,2)",
South Korea,2005,Historical,711.0,,,"(1,1,2)",
South Korea,2006,Historical,791.0,,,"(1,1,2)",
South Korea,2007,Historical,800.0,,,"(1,1,2)",
South Korea,2008,Historical,912.0,,,"(1,1,2)",
South Korea,2009,Historical,907.0,,,"(1,1,2)",
South Korea,2010,Historical,936.0,,,"(1,1,2)",
South Korea,2011,Historical,1118.0,,,"(1,1,2)",
South Korea,2012,Historical,1204.0,,,"(1,1,2)",
South Korea,2013,Historical,1174.0,,,"(1,1,2)",
South Korea,2014,Historical,1228.0,,,"(1,1,2)",
South Korea,2015,Historical,1307.0,,,"(1,1,2)",
South Korea,2016,Historical,1331.0,,,"(1,1,2)",
South Korea,2017,Historical,1389.46482,,,"(1,1,2)",
South Korea,2018,Historical,1464.78197,,,"(1,1,2)",
South Korea,2019,Historical,1446.93888,,,"(1,1,2)",
South Korea,2020,Historical,1284.8877,,,"(1,1,2)",
South Korea,2021,Historical,1228.03842,,,"(1,1,2)",
South Korea,2022,Historical,1372.246,,,"(1,1,2)",
South Korea,2023,Historical,1363.80896,,,"(1,1,2)",
South Korea,2024,Historical,1411.31412,,,"(1,1,2)",
South Korea,2025,Forecast,1461.8012788911667,1324.8991441707035,1598.70341361163,"(1,1,2)",12.61
South Korea,2026,Forecast,1408.7893509811256,1183.3916851937406,1634.1870167685106,"(1,1,2)",12.61
South Korea,2027,Forecast,1395.7044658824582,1146.6560108408758,1644.7529209240406,"(1,1,2)",12.61
South Korea,2028,Forecast,1392.474735804807,1128.3786611866685,1656.5708104229457,"(1,1,2)",12.61
South Korea,2029,Forecast,1391.67754451915,1114.7212574594669,1668.633831578833,"(1,1,2)",12.61
South Korea,2030,Forecast,1391.4807745319843,1102.5509033556527,1680.4106457083158,"(1,1,2)",12.61
South Korea,2031,Forecast,1391.4322059781807,1091.0798870757799,1691.7845248805816,"(1,1,2)",12.61
UAE,1977,Historical,2.0,,,"(2,1,1)",
UAE,1978,Historical,4.0,,,"(2,1,1)",
UAE,1979,Historical,14.0,,,"(2,1,1)",
UAE,1980,Historical,18.0,,,"(2,1,1)",
UAE,1981,Historical,48.0,,,"(2,1,1)",
UAE,1982,Historical,60.0,,,"(2,1,1)",
UAE,1983,Historical,89.0,,,"(2,1,1)",
UAE,1984,Historical,98.0,,,"(2,1,1)",
UAE,1985,Historical,127.0,,,"(2,1,1)",
UAE,1986,Historical,135.0,,,"(2,1,1)",
UAE,1987,Historical,131.0,,,"(2,1,1)",
UAE,1988,Historical,102.0,,,"(2,1,1)",
UAE,1989,Historical,122.0,,,"(2,1,1)",
UAE,1990,Historical,139.0,,,"(2,1,1)",
UAE,1991,Historical,158.0,,,"(2,1,1)",
UAE,1992,Historical,182.0,,,"(2,1,1)",
UAE,1993,Historical,188.0,,,"(2,1,1)",
UAE,1994,Historical,159.0,,,"(2,1,1)",
UAE,1995,Historical,173.0,,,"(2,1,1)",
UAE,1996,Historical,187.0,,,"(2,1,1)",
UAE,1997,Historical,199.0,,,"(2,1,1)",
UAE,1998,Historical,244.0,,,"(2,1,1)",
UAE,1999,Historical,384.0,,,"(2,1,1)",
UAE,2000,Historical,532.0,,,"(2,1,1)",
UAE,2001,Historical,483.0,,,"(2,1,1)",
UAE,2002,Historical,460.0,,,"(2,1,1)",
UAE,2003,Historical,503.0,,,"(2,1,1)",
UAE,2004,Historical,578.0,,,"(2,1,1)",
UAE,2005,Historical,582.0,,,"(2,1,1)",
UAE,2006,Historical,472.0,,,"(2,1,1)",
UAE,2007,Historical,451.0,,,"(2,1,1)",
UAE,2008,Historical,450.0,,,"(2,1,1)",
UAE,2009,Historical,457.0,,,"(2,1,1)",
UAE,2010,Historical,543.0,,,"(2,1,1)",
UAE,2011,Historical,639.0,,,"(2,1,1)",
UAE,2012,Historical,707.0,,,"(2,1,1)",
UAE,2013,Historical,751.0,,,"(2,1,1)",
UAE,2014,Historical,527.0,,,"(2,1,1)",
UAE,2015,Historical,764.0,,,"(2,1,1)",
UAE,2016,Historical,913.0,,,"(2,1,1)",
UAE,2017,Historical,959.365504,,,"(2,1,1)",
UAE,2018,Historical,979.524474,,,"(2,1,1)",
UAE,2019,Historical,1033.86287,,,"(2,1,1)",
UAE,2020,Historical,1075.02721,,,"(2,1,1)",
UAE,2021,Historical,1163.6909,,,"(2,1,1)",
UAE,2022,Historical,1167.0676,,,"(2,1,1)",
UAE,2023,Historical,1157.14498,,,"(2,1,1)",
UAE,2024,Historical,1220.9400950000418,,,"(2,1,1)",
UAE,2025,Forecast,1212.9895127872662,986.0773985158406,1439.9016270586917,"(2,1,1)",18.38
UAE,2026,Forecast,1217.3074266882907,904.1331958459837,1530.4816575305977,"(2,1,1)",18.38
UAE,2027,Forecast,1213.3260477127596,834.3627548069294,1592.28934061859,"(2,1,1)",18.38
UAE,2028,Forecast,1217.1818037118899,780.6811987899005,1653.6824086338793,"(2,1,1)",18.38
UAE,2029,Forecast,1213.4354299394045,727.5503869494128,1699.3204729293961,"(2,1,1)",18.38
UAE,2030,Forecast,1217.0763015401258,685.13017182135,1749.0224312589016,"(2,1,1)",18.38
UAE,2031,Forecast,1213.5379120299594,640.340353550388,1786.7354705095308,"(2,1,1)",18.38
UK,1971,Historical,339.0,,,"(1,1,1)",
UK,1972,Historical,318.0,,,"(1,1,1)",
UK,1973,Historical,348.0,,,"(1,1,1)",
UK,1974,Historical,296.0,,,"(1,1,1)",
UK,1975,Historical,280.0,,,"(1,1,1)",
UK,1976,Historical,320.0,,,"(1,1,1)",
UK,1977,Historical,288.0,,,"(1,1,1)",
UK,1978,Historical,272.0,,,"(1,1,1)",
UK,1979,Historical,266.0,,,"(1,1,1)",
UK,1980,Historical,284.0,,,"(1,1,1)",
UK,1981,Historical,251.0,,,"(1,1,1)",
UK,1982,Historical,264.0,,,"(1,1,1)",
UK,1983,Historical,281.0,,,"(1,1,1)",
UK,1984,Historical,269.0,,,"(1,1,1)",
UK,1985,Historical,314.0,,,"(1,1,1)",
UK,1986,Historical,323.0,,,"(1,1,1)",
UK,1987,Historical,314.0,,,"(1,1,1)",
UK,1988,Historical,336.0,,,"(1,1,1)",
UK,1989,Historical,356.0,,,"(1,1,1)",
UK,1990,Historical,354.0,,,"(1,1,1)",
UK,1991,Historical,404.0,,,"(1,1,1)",
UK,1992,Historical,420.0,,,"(1,1,1)",
UK,1993,Historical,477.0,,,"(1,1,1)",
UK,1994,Historical,463.0,,,"(1,1,1)",
UK,1995,Historical,456.0,,,"(1,1,1)",
UK,1996,Historical,496.0,,,"(1,1,1)",
UK,1997,Historical,558.0,,,"(1,1,1)",
UK,1998,Historical,507.0,,,"(1,1,1)",
UK,1999,Historical,447.0,,,"(1,1,1)",
UK,2000,Historical,426.0,,,"(1,1,1)",
UK,2001,Historical,391.0,,,"(1,1,1)",
UK,2002,Historical,492.0,,,"(1,1,1)",
UK,2003,Historical,484.0,,,"(1,1,1)",
UK,2004,Historical,637.0,,,"(1,1,1)",
UK,2005,Historical,627.0,,,"(1,1,1)",
UK,2006,Historical,609.0,,,"(1,1,1)",
UK,2007,Historical,636.0,,,"(1,1,1)",
UK,2008,Historical,603.0,,,"(1,1,1)",
UK,2009,Historical,537.0,,,"(1,1,1)",
UK,2010,Historical,553.0,,,"(1,1,1)",
UK,2011,Historical,588.0,,,"(1,1,1)",
UK,2012,Historical,636.0,,,"(1,1,1)",
UK,2013,Historical,579.0,,,"(1,1,1)",
UK,2014,Historical,486.0,,,"(1,1,1)",
UK,2015,Historical,494.0,,,"(1,1,1)",
UK,2016,Historical,524.0,,,"(1,1,1)",
UK,2017,Historical,505.661888,,,"(1,1,1)",
UK,2018,Historical,484.741249,,,"(1,1,1)",
UK,2019,Historical,450.068767,,,"(1,1,1)",
UK,2020,Historical,396.706749,,,"(1,1,1)",
UK,2021,Historical,392.491397,,,"(1,1,1)",
