Country,Year,Type,Net_Trade,Net_CI_Low,Net_CI_High,Exports,Imports,ARIMA_Order,MAPE
Russia,2026,Forecast,1967.24,,,1967.24,0.0,"(1,1,1)",11.62
Russia,2027,Forecast,1931.92,,,1931.92,0.0,"(1,1,1)",11.62
Russia,2028,Forecast,1902.63,,,1902.63,0.0,"(1,1,1)",11.62
Russia,2029,Forecast,1878.34,,,1878.34,0.0,"(1,1,1)",11.62
Russia,2030,Forecast,1858.2,,,1858.2,0.0,"(1,1,1)",11.62
Russia,2031,Forecast,1841.5,,,1841.5,0.0,"(1,1,1)",11.62
Saudi Arabia,1971,Historical,287.0,,,287.0,0.0,"(2,1,2)",
Saudi Arabia,1972,Historical,273.0,,,273.0,0.0,"(2,1,2)",
Saudi Arabia,1973,Historical,317.0,,,317.0,0.0,"(2,1,2)",
Saudi Arabia,1974,Historical,328.0,,,328.0,0.0,"(2,1,2)",
Saudi Arabia,1975,Historical,364.0,,,364.0,0.0,"(2,1,2)",
Saudi Arabia,1976,Historical,484.0,,,484.0,0.0,"(2,1,2)",
Saudi Arabia,1977,Historical,479.0,,,479.0,0.0,"(2,1,2)",
Saudi Arabia,1978,Historical,503.0,,,503.0,0.0,"(2,1,2)",
Saudi Arabia,1979,Historical,532.0,,,532.0,0.0,"(2,1,2)",
Saudi Arabia,1980,Historical,559.0,,,559.0,0.0,"(2,1,2)",
Saudi Arabia,1981,Historical,607.0,,,607.0,0.0,"(2,1,2)",
Saudi Arabia,1982,Historical,580.0,,,580.0,0.0,"(2,1,2)",
Saudi Arabia,1983,Historical,487.0,,,487.0,0.0,"(2,1,2)",
Saudi Arabia,1984,Historical,617.0,,,617.0,0.0,"(2,1,2)",
Saudi Arabia,1985,Historical,628.0,,,628.0,0.0,"(2,1,2)",
Saudi Arabia,1986,Historical,854.0,,,854.0,0.0,"(2,1,2)",
Saudi Arabia,1987,Historical,1009.0,,,1009.0,0.0,"(2,1,2)",
Saudi Arabia,1988,Historical,1076.0,,,1076.0,0.0,"(2,1,2)",
Saudi Arabia,1989,Historical,1133.0,,,1133.0,0.0,"(2,1,2)",
Saudi Arabia,1990,Historical,1381.0,,,1381.0,0.0,"(2,1,2)",
Saudi Arabia,1991,Historical,1221.0,,,1221.0,0.0,"(2,1,2)",
Saudi Arabia,1992,Historical,1282.0,,,1282.0,0.0,"(2,1,2)",
Saudi Arabia,1993,Historical,1258.0,,,1258.0,0.0,"(2,1,2)",
Saudi Arabia,1994,Historical,1314.0,,,1314.0,0.0,"(2,1,2)",
Saudi Arabia,1995,Historical,1315.0,,,1315.0,0.0,"(2,1,2)",
Saudi Arabia,1996,Historical,1463.0,,,1463.0,0.0,"(2,1,2)",
Saudi Arabia,1997,Historical,1393.0,,,1393.0,0.0,"(2,1,2)",
Saudi Arabia,1998,Historical,1350.0,,,1350.0,0.0,"(2,1,2)",
Saudi Arabia,1999,Historical,1270.0,,,1270.0,0.0,"(2,1,2)",
Saudi Arabia,2000,Historical,1143.0,,,1143.0,0.0,"(2,1,2)",
Saudi Arabia,2001,Historical,1069.0,,,1069.0,0.0,"(2,1,2)",
Saudi Arabia,2002,Historical,980.0,,,980.0,0.0,"(2,1,2)",
Saudi Arabia,2003,Historical,1135.0,,,1135.0,0.0,"(2,1,2)",
Saudi Arabia,2004,Historical,1252.0,,,1252.0,0.0,"(2,1,2)",
Saudi Arabia,2005,Historical,1312.0,,,1312.0,0.0,"(2,1,2)",
Saudi Arabia,2006,Historical,1214.0,,,1214.0,0.0,"(2,1,2)",
Saudi Arabia,2007,Historical,1047.0,,,1047.0,0.0,"(2,1,2)",
Saudi Arabia,2008,Historical,1125.0,,,1125.0,0.0,"(2,1,2)",
Saudi Arabia,2009,Historical,1139.0,,,1139.0,0.0,"(2,1,2)",
Saudi Arabia,2010,Historical,1084.0,,,1084.0,0.0,"(2,1,2)",
Saudi Arabia,2011,Historical,959.0,,,959.0,0.0,"(2,1,2)",
Saudi Arabia,2012,Historical,1082.0,,,1082.0,0.0,"(2,1,2)",
Saudi Arabia,2013,Historical,1004.0,,,1004.0,0.0,"(2,1,2)",
Saudi Arabia,2014,Historical,1190.0,,,1190.0,0.0,"(2,1,2)",
Saudi Arabia,2015,Historical,1381.0,,,1381.0,0.0,"(2,1,2)",
Saudi Arabia,2016,Historical,1718.0,,,1718.0,0.0,"(2,1,2)",
Saudi Arabia,2017,Historical,1675.97,,,1675.97,0.0,"(2,1,2)",
Saudi Arabia,2018,Historical,2174.11,,,2174.11,0.0,"(2,1,2)",
Saudi Arabia,2019,Historical,1528.07,,,1528.07,0.0,"(2,1,2)",
Saudi Arabia,2020,Historical,1291.55,,,1291.55,0.0,"(2,1,2)",
Saudi Arabia,2021,Historical,1522.28,,,1522.28,0.0,"(2,1,2)",
Saudi Arabia,2022,Historical,1683.3,,,1683.3,0.0,"(2,1,2)",
Saudi Arabia,2023,Historical,1465.61,,,1465.61,0.0,"(2,1,2)",
Saudi Arabia,2024,Historical,1578.21,,,1578.21,0.0,"(2,1,2)",
Saudi Arabia,2025,Forecast,1471.96,,,1471.96,0.0,"(2,1,2)",23.03
Saudi Arabia,2026,Forecast,1525.88,,,1525.88,0.0,"(2,1,2)",23.03
Saudi Arabia,2027,Forecast,1436.1,,,1436.1,0.0,"(2,1,2)",23.03
Saudi Arabia,2028,Forecast,1501.3,,,1501.3,0.0,"(2,1,2)",23.03
Saudi Arabia,2029,Forecast,1419.26,,,1419.26,0.0,"(2,1,2)",23.03
Saudi Arabia,2030,Forecast,1489.76,,,1489.76,0.0,"(2,1,2)",23.03
Saudi Arabia,2031,Forecast,1411.35,,,1411.35,0.0,"(2,1,2)",23.03
Singapore,1971,Historical,-132.0,,,306.0,438.0,"(2,1,1)",
Singapore,1972,Historical,-214.0,,,320.0,534.0,"(2,1,1)",
Singapore,1973,Historical,-241.0,,,333.0,574.0,"(2,1,1)",
Singapore,1974,Historical,-231.0,,,365.0,596.0,"(2,1,1)",
Singapore,1975,Historical,-245.0,,,289.0,534.0,"(2,1,1)",
Singapore,1976,Historical,-274.0,,,332.0,606.0,"(2,1,1)",
Singapore,1977,Historical,-265.0,,,399.0,664.0,"(2,1,1)",
Singapore,1978,Historical,-236.0,,,397.0,633.0,"(2,1,1)",
Singapore,1979,Historical,-215.0,,,440.0,655.0,"(2,1,1)",
Singapore,1980,Historical,-154.0,,,568.0,722.0,"(2,1,1)",
Singapore,1981,Historical,-230.0,,,666.0,896.0,"(2,1,1)",
Singapore,1982,Historical,-256.0,,,734.0,990.0,"(2,1,1)",
Singapore,1983,Historical,-250.0,,,745.0,995.0,"(2,1,1)",
Singapore,1984,Historical,-231.0,,,611.0,842.0,"(2,1,1)",
Singapore,1985,Historical,-209.0,,,582.0,791.0,"(2,1,1)",
Singapore,1986,Historical,-289.0,,,580.0,869.0,"(2,1,1)",
Singapore,1987,Historical,-396.0,,,583.0,979.0,"(2,1,1)",
Singapore,1988,Historical,-453.0,,,624.0,1077.0,"(2,1,1)",
Singapore,1989,Historical,-410.0,,,673.0,1083.0,"(2,1,1)",
Singapore,1990,Historical,-467.0,,,740.0,1207.0,"(2,1,1)",
Singapore,1991,Historical,-504.0,,,755.0,1259.0,"(2,1,1)",
Singapore,1992,Historical,-548.0,,,813.0,1361.0,"(2,1,1)",
Singapore,1993,Historical,-616.0,,,880.0,1496.0,"(2,1,1)",
Singapore,1994,Historical,-653.0,,,960.0,1613.0,"(2,1,1)",
Singapore,1995,Historical,-587.0,,,981.0,1568.0,"(2,1,1)",
Singapore,1996,Historical,-649.0,,,1045.0,1694.0,"(2,1,1)",
Singapore,1997,Historical,-782.0,,,973.0,1755.0,"(2,1,1)",
Singapore,1998,Historical,-717.0,,,969.0,1686.0,"(2,1,1)",
Singapore,1999,Historical,-728.0,,,940.0,1668.0,"(2,1,1)",
Singapore,2000,Historical,-751.0,,,845.0,1596.0,"(2,1,1)",
Singapore,2001,Historical,-813.0,,,840.0,1653.0,"(2,1,1)",
Singapore,2002,Historical,-786.0,,,907.0,1693.0,"(2,1,1)",
Singapore,2003,Historical,-844.0,,,980.0,1824.0,"(2,1,1)",
Singapore,2004,Historical,-1022.0,,,1082.0,2104.0,"(2,1,1)",
Singapore,2005,Historical,-855.0,,,1284.0,2139.0,"(2,1,1)",
Singapore,2006,Historical,-934.0,,,1337.0,2271.0,"(2,1,1)",
Singapore,2007,Historical,-969.0,,,1437.0,2406.0,"(2,1,1)",
Singapore,2008,Historical,-1088.0,,,1562.0,2650.0,"(2,1,1)",
Singapore,2009,Historical,-1202.0,,,1653.0,2855.0,"(2,1,1)",
Singapore,2010,Historical,-1200.0,,,1759.0,2959.0,"(2,1,1)",
Singapore,2011,Historical,-1174.0,,,1872.0,3046.0,"(2,1,1)",
Singapore,2012,Historical,-1274.0,,,1678.0,2952.0,"(2,1,1)",
Singapore,2013,Historical,-1325.0,,,1685.0,3010.0,"(2,1,1)",
Singapore,2014,Historical,-1275.0,,,1716.0,2991.0,"(2,1,1)",
Singapore,2015,Historical,-1383.0,,,1819.0,3202.0,"(2,1,1)",
Singapore,2016,Historical,-1435.0,,,1955.0,3390.0,"(2,1,1)",
Singapore,2017,Historical,-1546.31,,,2024.59,3570.9,"(2,1,1)",
Singapore,2018,Historical,-1517.18,,,1693.42,3210.6,"(2,1,1)",
Singapore,2019,Historical,-1471.75,,,1703.95,3175.7,"(2,1,1)",
Singapore,2020,Historical,-1424.56,,,1481.34,2905.9,"(2,1,1)",
Singapore,2021,Historical,-1376.62,,,1448.68,2825.3,"(2,1,1)",
Singapore,2022,Historical,-1444.2,,,1417.1,2861.3,"(2,1,1)",
Singapore,2023,Historical,-1500.68,,,1537.42,3038.1,"(2,1,1)",
Singapore,2024,Historical,1398.51,,,1398.51,0.0,"(2,1,1)",
Singapore,2024,Forecast,-3137.9,,,0.0,3137.9,,
Singapore,2025,Forecast,-1746.35,-2244.48,-1248.23,1447.85,3194.2,"(2,1,1)",13.98
Singapore,2026,Forecast,-1814.82,-2548.55,-1081.09,1379.38,3194.2,"(2,1,1)",13.98
Singapore,2027,Forecast,-1750.46,-2677.12,-823.81,1443.74,3194.2,"(2,1,1)",13.98
Singapore,2028,Forecast,-1815.68,-2894.09,-737.27,1378.52,3194.2,"(2,1,1)",13.98
Singapore,2029,Forecast,-1750.67,-2969.67,-531.67,1443.53,3194.2,"(2,1,1)",13.98
Singapore,2030,Forecast,-1815.7,-3153.98,-477.42,1378.5,3194.2,"(2,1,1)",13.98
Singapore,2031,Forecast,1443.5,,,1443.5,0.0,"(2,1,1)",13.98
South Korea,1971,Historical,-214.0,,,20.0,234.0,"(1,1,2)",
South Korea,1972,Historical,-237.0,,,16.0,253.0,"(1,1,2)",
South Korea,1973,Historical,-261.0,,,22.0,283.0,"(1,1,2)",
South Korea,1974,Historical,-290.0,,,23.0,313.0,"(1,1,2)",
South Korea,1975,Historical,-306.0,,,22.0,328.0,"(1,1,2)",
South Korea,1976,Historical,-333.0,,,29.0,362.0,"(1,1,2)",
South Korea,1977,Historical,-416.0,,,22.0,438.0,"(1,1,2)",
South Korea,1978,Historical,-459.0,,,7.0,466.0,"(1,1,2)",
South Korea,1979,Historical,-534.0,,,2.0,536.0,"(1,1,2)",
South Korea,1980,Historical,-538.0,,,0.0,538.0,"(1,1,2)",
South Korea,1981,Historical,-532.0,,,8.0,540.0,"(1,1,2)",
South Korea,1982,Historical,-524.0,,,19.0,543.0,"(1,1,2)",
South Korea,1983,Historical,-543.0,,,44.0,587.0,"(1,1,2)",
South Korea,1984,Historical,-547.0,,,65.0,612.0,"(1,1,2)",
South Korea,1985,Historical,-536.0,,,72.0,608.0,"(1,1,2)",
South Korea,1986,Historical,-641.0,,,74.0,715.0,"(1,1,2)",
South Korea,1987,Historical,-635.0,,,88.0,723.0,"(1,1,2)",
South Korea,1988,Historical,-743.0,,,84.0,827.0,"(1,1,2)",
South Korea,1989,Historical,-852.0,,,94.0,946.0,"(1,1,2)",
South Korea,1990,Historical,-1046.0,,,74.0,1120.0,"(1,1,2)",
South Korea,1991,Historical,-1202.0,,,190.0,1392.0,"(1,1,2)",
South Korea,1992,Historical,-1510.0,,,250.0,1760.0,"(1,1,2)",
South Korea,1993,Historical,-1706.0,,,282.0,1988.0,"(1,1,2)",
South Korea,1994,Historical,-1886.0,,,236.0,2122.0,"(1,1,2)",
South Korea,1995,Historical,-2007.0,,,311.0,2318.0,"(1,1,2)",
South Korea,1996,Historical,-2194.0,,,423.0,2617.0,"(1,1,2)",
South Korea,1997,Historical,-2331.0,,,624.0,2955.0,"(1,1,2)",
South Korea,1998,Historical,-1967.0,,,807.0,2774.0,"(1,1,2)",
South Korea,1999,Historical,-2143.0,,,803.0,2946.0,"(1,1,2)",
South Korea,2000,Historical,-2227.0,,,821.0,3048.0,"(1,1,2)",
South Korea,2001,Historical,-2157.0,,,808.0,2965.0,"(1,1,2)",
South Korea,2002,Historical,-2167.0,,,649.0,2816.0,"(1,1,2)",
South Korea,2003,Historical,-2214.0,,,574.0,2788.0,"(1,1,2)",
South Korea,2004,Historical,-2188.0,,,644.0,2832.0,"(1,1,2)",
South Korea,2005,Historical,-2106.0,,,711.0,2817.0,"(1,1,2)",
South Korea,2006,Historical,-2165.0,,,791.0,2956.0,"(1,1,2)",
South Korea,2007,Historical,-2169.0,,,800.0,2969.0,"(1,1,2)",
South Korea,2008,Historical,-2056.0,,,912.0,2968.0,"(1,1,2)",
South Korea,2009,Historical,-2155.0,,,907.0,3062.0,"(1,1,2)",
South Korea,2010,Historical,-2241.0,,,936.0,3177.0,"(1,1,2)",
South Korea,2011,Historical,-2186.0,,,1118.0,3304.0,"(1,1,2)",
South Korea,2012,Historical,-2243.0,,,1204.0,3447.0,"(1,1,2)",
South Korea,2013,Historical,-2221.0,,,1174.0,3395.0,"(1,1,2)",
South Korea,2014,Historical,-2208.0,,,1228.0,3436.0,"(1,1,2)",
South Korea,2015,Historical,-2353.0,,,1307.0,3660.0,"(1,1,2)",
South Korea,2016,Historical,-2538.0,,,1331.0,3869.0,"(1,1,2)",
South Korea,2017,Historical,-2538.34,,,1389.46,3927.8,"(1,1,2)",
South Korea,2018,Historical,-2530.02,,,1464.78,3994.8,"(1,1,2)",
South Korea,2019,Historical,-2445.16,,,1446.94,3892.1,"(1,1,2)",
South Korea,2020,Historical,-2340.91,,,1284.89,3625.8,"(1,1,2)",
South Korea,2021,Historical,-2487.26,,,1228.04,3715.3,"(1,1,2)",
South Korea,2022,Historical,-2420.85,,,1372.25,3793.1,"(1,1,2)",
South Korea,2023,Historical,-2413.79,,,1363.81,3777.6,"(1,1,2)",
South Korea,2024,Historical,-2443.39,,,1411.31,3854.7,"(1,1,2)",
South Korea,2024,Forecast,-3883.1,,,0.0,3883.1,,
South Korea,2025,Forecast,-2445.5,-2824.8,-2066.1,1461.8,3907.3,"(1,1,2)",12.61
South Korea,2026,Forecast,-2519.01,-3083.11,-1954.91,1408.79,3927.8,"(1,1,2)",12.61
South Korea,2027,Forecast,-2549.5,-3233.24,-1865.85,1395.7,3945.2,"(1,1,2)",12.61
South Korea,2028,Forecast,-2567.63,-3361.42,-1773.73,1392.47,3960.1,"(1,1,2)",12.61
South Korea,2029,Forecast,-2581.02,-3481.38,-1680.57,1391.68,3972.7,"(1,1,2)",12.61
South Korea,2030,Forecast,-2591.92,-3596.15,-1587.69,1391.48,3983.4,"(1,1,2)",12.61
South Korea,2031,Forecast,1391.43,,,1391.43,0.0,"(1,1,2)",12.61
Spain,1971,Historical,-755.0,,,0.0,755.0,,
Spain,1972,Historical,-787.0,,,0.0,787.0,,
Spain,1973,Historical,-902.0,,,0.0,902.0,,
Spain,1974,Historical,-925.0,,,0.0,925.0,,
Spain,1975,Historical,-881.0,,,0.0,881.0,,
Spain,1976,Historical,-1020.0,,,0.0,1020.0,,
Spain,1977,Historical,-1008.0,,,0.0,1008.0,,
Spain,1978,Historical,-1021.0,,,0.0,1021.0,,
Spain,1979,Historical,-1039.0,,,0.0,1039.0,,
Spain,1980,Historical,-1065.0,,,0.0,1065.0,,
Spain,1981,Historical,-1044.0,,,0.0,1044.0,,
Spain,1982,Historical,-1073.0,,,0.0,1073.0,,
Spain,1983,Historical,-1092.0,,,0.0,1092.0,,
Spain,1984,Historical,-1029.0,,,0.0,1029.0,,
Spain,1985,Historical,-1007.0,,,0.0,1007.0,,
Spain,1986,Historical,-1072.0,,,0.0,1072.0,,
Spain,1987,Historical,-1081.0,,,0.0,1081.0,,
Spain,1988,Historical,-1192.0,,,0.0,1192.0,,
Spain,1989,Historical,-1206.0,,,0.0,1206.0,,
Spain,1990,Historical,-1237.0,,,0.0,1237.0,,
Spain,1991,Historical,-1281.0,,,0.0,1281.0,,
Spain,1992,Historical,-1311.0,,,0.0,1311.0,,
Spain,1993,Historical,-1275.0,,,0.0,1275.0,,
Spain,1994,Historical,-1335.0,,,0.0,1335.0,,
Spain,1995,Historical,-1370.0,,,0.0,1370.0,,
Spain,1996,Historical,-1344.0,,,0.0,1344.0,,
Spain,1997,Historical,-1428.0,,,0.0,1428.0,,
Spain,1998,Historical,-1545.0,,,0.0,1545.0,,
Spain,1999,Historical,-1543.0,,,0.0,1543.0,,
Spain,2000,Historical,-1586.0,,,0.0,1586.0,,
Spain,2001,Historical,-1598.0,,,0.0,1598.0,,
Spain,2002,Historical,-1627.0,,,0.0,1627.0,,
Spain,2003,Historical,-1656.0,,,0.0,1656.0,,
Spain,2004,Historical,-1707.0,,,0.0,1707.0,,
Spain,2005,Historical,-1771.0,,,0.0,1771.0,,
Spain,2006,Historical,-1797.0,,,0.0,1797.0,,
Spain,2007,Historical,-1814.0,,,0.0,1814.0,,
Spain,2008,Historical,-1754.0,,,0.0,1754.0,,
Spain,2009,Historical,-1653.0,,,0.0,1653.0,,
Spain,2010,Historical,-1624.0,,,0.0,1624.0,,
Spain,2011,Historical,-1602.0,,,0.0,1602.0,,
Spain,2012,Historical,-1586.0,,,0.0,1586.0,,
Spain,2013,Historical,-1571.0,,,0.0,1571.0,,
Spain,2014,Historical,-1602.0,,,0.0,1602.0,,
Spain,2015,Historical,-1688.0,,,0.0,1688.0,,
Spain,2016,Historical,-1721.0,,,0.0,1721.0,,
Spain,2017,Historical,-1807.0,,,0.0,1807.0,,
Spain,2018,Historical,-1789.5,,,0.0,1789.5,,
Spain,2019,Historical,-1772.9,,,0.0,1772.9,,
Spain,2020,Historical,-1494.7,,,0.0,1494.7,,
Spain,2021,Historical,-1545.6,,,0.0,1545.6,,
Spain,2022,Historical,-1676.9,,,0.0,1676.9,,
Spain,2023,Historical,-1634.5,,,0.0,1634.5,,
Spain,2024,Historical,-1730.0,,,0.0,1730.0,,
Spain,2024,Forecast,-1738.7,,,0.0,1738.7,,
Spain,2025,Forecast,-1738.7,,,0.0,1738.7,,
Spain,2026,Forecast,-1738.7,,,0.0,1738.7,,
Spain,2027,Forecast,-1738.7,,,0.0,1738.7,,
Spain,2028,Forecast,-1738.7,,,0.0,1738.7,,
Spain,2029,Forecast,-1738.7,,,0.0,1738.7,,
Spain,2030,Forecast,-1738.7,,,0.0,1738.7,,
UAE,1977,Historical,2.0,,,2.0,0.0,"(2,1,1)",
UAE,1978,Historical,4.0,,,4.0,0.0,"(2,1,1)",
UAE,1979,Historical,14.0,,,14.0,0.0,"(2,1,1)",
UAE,1980,Historical,18.0,,,18.0,0.0,"(2,1,1)",
UAE,1981,Historical,48.0,,,48.0,0.0,"(2,1,1)",
UAE,1982,Historical,60.0,,,60.0,0.0,"(2,1,1)",
UAE,1983,Historical,89.0,,,89.0,0.0,"(2,1,1)",
UAE,1984,Historical,98.0,,,98.0,0.0,"(2,1,1)",
UAE,1985,Historical,127.0,,,127.0,0.0,"(2,1,1)",
UAE,1986,Historical,135.0,,,135.0,0.0,"(2,1,1)",
UAE,1987,Historical,131.0,,,131.0,0.0,"(2,1,1)",
UAE,1988,Historical,102.0,,,102.0,0.0,"(2,1,1)",
UAE,1989,Historical,122.0,,,122.0,0.0,"(2,1,1)",
UAE,1990,Historical,139.0,,,139.0,0.0,"(2,1,1)",
UAE,1991,Historical,158.0,,,158.0,0.0,"(2,1,1)",
UAE,1992,Historical,182.0,,,182.0,0.0,"(2,1,1)",
UAE,1993,Historical,188.0,,,188.0,0.0,"(2,1,1)",
UAE,1994,Historical,159.0,,,159.0,0.0,"(2,1,1)",
UAE,1995,Historical,173.0,,,173.0,0.0,"(2,1,1)",
UAE,1996,Historical,187.0,,,187.0,0.0,"(2,1,1)",
UAE,1997,Historical,199.0,,,199.0,0.0,"(2,1,1)",
UAE,1998,Historical,244.0,,,244.0,0.0,"(2,1,1)",
UAE,1999,Historical,384.0,,,384.0,0.0,"(2,1,1)",
UAE,2000,Historical,532.0,,,532.0,0.0,"(2,1,1)",
UAE,2001,Historical,483.0,,,483.0,0.0,"(2,1,1)",
UAE,2002,Historical,460.0,,,460.0,0.0,"(2,1,1)",
UAE,2003,Historical,503.0,,,503.0,0.0,"(2,1,1)",
UAE,2004,Historical,578.0,,,578.0,0.0,"(2,1,1)",
UAE,2005,Historical,582.0,,,582.0,0.0,"(2,1,1)",
UAE,2006,Historical,472.0,,,472.0,0.0,"(2,1,1)",
UAE,2007,Historical,451.0,,,451.0,0.0,"(2,1,1)",
UAE,2008,Historical,450.0,,,450.0,0.0,"(2,1,1)",
UAE,2009,Historical,457.0,,,457.0,0.0,"(2,1,1)",
UAE,2010,Historical,543.0,,,543.0,0.0,"(2,1,1)",
UAE,2011,Historical,639.0,,,639.0,0.0,"(2,1,1)",
UAE,2012,Historical,707.0,,,707.0,0.0,"(2,1,1)",
UAE,2013,Historical,751.0,,,751.0,0.0,"(2,1,1)",
UAE,2014,Historical,527.0,,,527.0,0.0,"(2,1,1)",
UAE,2015,Historical,764.0,,,764.0,0.0,"(2,1,1)",
UAE,2016,Historical,913.0,,,913.0,0.0,"(2,1,1)",
UAE,2017,Historical,959.37,,,959.37,0.0,"(2,1,1)",
UAE,2018,Historical,979.52,,,979.52,0.0,"(2,1,1)",
UAE,2019,Historical,1033.86,,,1033.86,0.0,"(2,1,1)",
UAE,2020,Historical,1075.03,,,1075.03,0.0,"(2,1,1)",
UAE,2021,Historical,1163.69,,,1163.69,0.0,"(2,1,1)",
UAE,2022,Historical,1167.07,,,1167.07,0.0,"(2,1,1)",
UAE,2023,Historical,1157.14,,,1157.14,0.0,"(2,1,1)",
UAE,2024,Historical,1220.94,,,1220.94,0.0,"(2,1,1)",
UAE,2025,Forecast,1212.99,,,1212.99,0.0,"(2,1,1)",18.38
UAE,2026,Forecast,1217.31,,,1217.31,0.0,"(2,1,1)",18.38
UAE,2027,Forecast,1213.33,,,1213.33,0.0,"(2,1,1)",18.38
UAE,2028,Forecast,1217.18,,,1217.18,0.0,"(2,1,1)",18.38
UAE,2029,Forecast,1213.44,,,1213.44,0.0,"(2,1,1)",18.38
UAE,2030,Forecast,1217.08,,,1217.08,0.0,"(2,1,1)",18.38
UAE,2031,Forecast,1213.54,,,1213.54,0.0,"(2,1,1)",18.38
UK,1971,Historical,339.0,,,339.0,0.0,"(1,1,1)",
UK,1972,Historical,318.0,,,318.0,0.0,"(1,1,1)",
UK,1973,Historical,348.0,,,348.0,0.0,"(1,1,1)",
UK,1974,Historical,296.0,,,296.0,0.0,"(1,1,1)",
UK,1975,Historical,280.0,,,280.0,0.0,"(1,1,1)",
UK,1976,Historical,320.0,,,320.0,0.0,"(1,1,1)",
UK,1977,Historical,288.0,,,288.0,0.0,"(1,1,1)",
UK,1978,Historical,272.0,,,272.0,0.0,"(1,1,1)",
UK,1979,Historical,266.0,,,266.0,0.0,"(1,1,1)",
UK,1980,Historical,284.0,,,284.0,0.0,"(1,1,1)",
UK,1981,Historical,251.0,,,251.0,0.0,"(1,1,1)",
UK,1982,Historical,264.0,,,264.0,0.0,"(1,1,1)",
UK,1983,Historical,281.0,,,281.0,0.0,"(1,1,1)",
UK,1984,Historical,269.0,,,269.0,0.0,"(1,1,1)",
UK,1985,Historical,314.0,,,314.0,0.0,"(1,1,1)",
UK,1986,Historical,323.0,,,323.0,0.0,"(1,1,1)",
UK,1987,Historical,314.0,,,314.0,0.0,"(1,1,1)",
UK,1988,Historical,336.0,,,336.0,0.0,"(1,1,1)",
UK,1989,Historical,356.0,,,356.0,0.0,"(1,1,1)",
UK,1990,Historical,354.0,,,354.0,0.0,"(1,1,1)",
UK,1991,Historical,404.0,,,404.0,0.0,"(1,1,1)",
UK,1992,Historical,420.0,,,420.0,0.0,"(1,1,1)",
UK,1993,Historical,477.0,,,477.0,0.0,"(1,1,1)",
UK,1994,Historical,463.0,,,463.0,0.0,"(1,1,1)",
UK,1995,Historical,456.0,,,456.0,0.0,"(1,1,1)",
UK,1996,Historical,496.0,,,496.0,0.0,"(1,1,1)",
UK,1997,Historical,558.0,,,558.0,0.0,"(1,1,1)",
UK,1998,Historical,507.0,,,507.0,0.0,"(1,1,1)",
UK,1999,Historical,447.0,,,447.0,0.0,"(1,1,1)",
UK,2000,Historical,426.0,,,426.0,0.0,"(1,1,1)",
UK,2001,Historical,391.0,,,391.0,0.0,"(1,1,1)",
UK,2002,Historical,492.0,,,492.0,0.0,"(1,1,1)",
UK,2003,Historical,484.0,,,484.0,0.0,"(1,1,1)",
UK,2004,Historical,637.0,,,637.0,0.0,"(1,1,1)",
UK,2005,Historical,627.0,,,627.0,0.0,"(1,1,1)",
UK,2006,Historical,609.0,,,609.0,0.0,"(1,1,1)",
UK,2007,Historical,636.0,,,636.0,0.0,"(1,1,1)",
UK,2008,Historical,603.0,,,603.0,0.0,"(1,1,1)",
UK,2009,Historical,537.0,,,537.0,0.0,"(1,1,1)",
UK,2010,Historical,553.0,,,553.0,0.0,"(1,1,1)",
UK,2011,Historical,588.0,,,588.0,0.0,"(1,1,1)",
UK,2012,Historical,636.0,,,636.0,0.0,"(1,1,1)",
UK,2013,Historical,579.0,,,579.0,0.0,"(1,1,1)",
UK,2014,Historical,486.0,,,486.0,0.0,"(1,1,1)",
UK,2015,Historical,494.0,,,494.0,0.0,"(1,1,1)",
UK,2016,Historical,524.0,,,524.0,0.0,"(1,1,1)",
UK,2017,Historical,505.66,,,505.66,0.0,"(1,1,1)",
UK,2018,Historical,484.74,,,484.74,0.0,"(1,1,1)",
UK,2019,Historical,450.07,,,450.07,0.0,"(1,1,1)",
UK,2020,Historical,396.71,,,396.71,0.0,"(1,1,1)",
UK,2021,Historical,392.49,,,392.49,0.0,"(1,1,1)",
UK,2022,Historical,452.58,,,452.58,0.0,"(1,1,1)",
UK,2023,Historical,407.62,,,407.62,0.0,"(1,1,1)",
UK,2024,Historical,408.66,,,408.66,0.0,"(1,1,1)",
UK,2025,Forecast,423.92,,,423.92,0.0,"(1,1,1)",15.23
UK,2026,Forecast,413.19,,,413.19,0.0,"(1,1,1)",15.23
UK,2027,Forecast,420.73,,,420.73,0.0,"(1,1,1)",15.23
UK,2028,Forecast,415.43,,,415.43,0.0,"(1,1,1)",15.23
UK,2029,Forecast,419.16,,,419.16,0.0,"(1,1,1)",15.23
UK,2030,Forecast,416.54,,,416.54,0.0,"(1,1,1)",15.23
UK,2031,Forecast,418.38,,,418.38,0.0,"(1,1,1)",15.23
USA,1971,Historical,-3692.0,,,224.0,3916.0,"(2,1,0)",
USA,1972,Historical,-4494.0,,,223.0,4717.0,"(2,1,0)",
USA,1973,Historical,-5945.0,,,230.0,6175.0,"(2,1,0)",
USA,1974,Historical,-5808.0,,,219.0,6027.0,"(2,1,0)",
USA,1975,Historical,-6190.0,,,180.0,6370.0,"(2,1,0)",
USA,1976,Historical,-7333.0,,,196.0,7529.0,"(2,1,0)",
USA,1977,Historical,-9085.0,,,187.0,9272.0,"(2,1,0)",
