Country,Year,Type,Net_Trade,Net_CI_Low,Net_CI_High,Exports,Imports,Exports_Order,Imports_Order,Avg_MAPE
Kuwait,2020,Historical,2395.07,,,2408.76,13.69,"(2, 1, 0)","(0, 0, 2)",
Kuwait,2021,Historical,2436.1,,,2471.15,35.05,"(2, 1, 0)","(0, 0, 2)",
Kuwait,2022,Historical,2517.32,,,2548.04,30.72,"(2, 1, 0)","(0, 0, 2)",
Kuwait,2023,Historical,2509.92,,,2523.54,13.62,"(2, 1, 0)","(0, 0, 2)",
Kuwait,2024,Historical,0.0,,,0.0,0.0,"(2, 1, 0)","(0, 0, 2)",
Kuwait,2025,Forecast,2477.13,2083.68,2870.58,2488.56,11.44,"(2, 1, 0)","(0, 0, 2)",39.85
Kuwait,2026,Forecast,2479.41,1837.25,3121.08,2487.6,8.19,"(2, 1, 0)","(0, 0, 2)",39.85
Kuwait,2027,Forecast,2496.94,1744.1,3243.41,2500.07,3.13,"(2, 1, 0)","(0, 0, 2)",39.85
Kuwait,2028,Forecast,2500.83,1683.08,3312.19,2503.96,3.13,"(2, 1, 0)","(0, 0, 2)",39.85
Kuwait,2029,Forecast,2497.38,1612.01,3376.36,2500.51,3.13,"(2, 1, 0)","(0, 0, 2)",39.85
Kuwait,2030,Forecast,2494.98,1534.96,3448.62,2498.12,3.13,"(2, 1, 0)","(0, 0, 2)",39.85
Kuwait,2031,Forecast,2495.56,1465.74,3519.01,2498.7,3.13,"(2, 1, 0)","(0, 0, 2)",39.85
Norway,1971,Historical,-154.0,,,39.0,193.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1972,Historical,-136.0,,,77.0,213.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1973,Historical,-139.0,,,73.0,212.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1974,Historical,-131.0,,,81.0,212.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1975,Historical,33.0,,,208.0,175.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1976,Historical,103.0,,,324.0,221.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1977,Historical,80.0,,,282.0,202.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1978,Historical,143.0,,,360.0,217.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1979,Historical,189.0,,,385.0,196.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1980,Historical,299.0,,,458.0,159.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1981,Historical,316.0,,,437.0,121.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1982,Historical,322.0,,,443.0,121.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1983,Historical,465.0,,,557.0,92.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1984,Historical,547.0,,,647.0,100.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1985,Historical,617.0,,,702.0,85.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1986,Historical,674.0,,,787.0,113.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1987,Historical,817.0,,,935.0,118.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1988,Historical,977.0,,,1058.0,81.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1989,Historical,1337.0,,,1419.0,82.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1990,Historical,1461.0,,,1551.0,90.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1991,Historical,1729.0,,,1814.0,85.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1992,Historical,1991.0,,,2066.0,75.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1993,Historical,2135.0,,,2222.0,87.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1994,Historical,2455.0,,,2540.0,85.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1995,Historical,2648.0,,,2743.0,95.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1996,Historical,2982.0,,,3073.0,91.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1997,Historical,3013.0,,,3117.0,104.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1998,Historical,2878.0,,,2984.0,106.0,"(1, 1, 1)","(1, 1, 1)",
Norway,1999,Historical,2851.0,,,2955.0,104.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2000,Historical,3069.0,,,3160.0,91.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2001,Historical,3193.0,,,3282.0,89.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2002,Historical,3059.0,,,3150.0,91.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2003,Historical,2930.0,,,3019.0,89.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2004,Historical,2876.0,,,2963.0,87.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2005,Historical,2632.0,,,2733.0,101.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2006,Historical,2432.0,,,2525.0,93.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2007,Historical,2295.0,,,2399.0,104.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2008,Historical,2116.0,,,2220.0,104.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2009,Historical,2053.0,,,2170.0,117.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2010,Historical,1823.0,,,1944.0,121.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2011,Historical,1752.0,,,1864.0,112.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2012,Historical,1605.0,,,1722.0,117.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2013,Historical,1514.0,,,1648.0,134.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2014,Historical,1596.0,,,1707.0,111.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2015,Historical,1743.0,,,1872.0,129.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2016,Historical,1720.0,,,1857.0,137.0,"(1, 1, 1)","(1, 1, 1)",
Norway,2017,Historical,1695.25,,,1865.1,169.85,"(1, 1, 1)","(1, 1, 1)",
Norway,2018,Historical,1564.69,,,1763.73,199.04,"(1, 1, 1)","(1, 1, 1)",
Norway,2019,Historical,1503.14,,,1710.32,207.18,"(1, 1, 1)","(1, 1, 1)",
Norway,2020,Historical,1749.81,,,1952.71,202.9,"(1, 1, 1)","(1, 1, 1)",
Norway,2021,Historical,1827.92,,,2022.83,194.9,"(1, 1, 1)","(1, 1, 1)",
Norway,2022,Historical,1708.08,,,1907.94,199.86,"(1, 1, 1)","(1, 1, 1)",
Norway,2023,Historical,1827.08,,,2032.92,205.84,"(1, 1, 1)","(1, 1, 1)",
Norway,2024,Historical,1795.05,,,1992.45,197.4,"(1, 1, 1)","(1, 1, 1)",
Norway,2025,Forecast,1799.17,1629.98,1968.37,1998.5,199.32,"(1, 1, 1)","(1, 1, 1)",10.67
Norway,2026,Forecast,1806.26,1528.26,2084.27,2003.79,197.53,"(1, 1, 1)","(1, 1, 1)",10.67
Norway,2027,Forecast,1809.22,1422.37,2196.06,2008.42,199.21,"(1, 1, 1)","(1, 1, 1)",10.67
Norway,2028,Forecast,1814.85,1320.22,2309.47,2012.48,197.63,"(1, 1, 1)","(1, 1, 1)",10.67
Norway,2029,Forecast,1816.92,1213.67,2420.18,2016.03,199.11,"(1, 1, 1)","(1, 1, 1)",10.67
Norway,2030,Forecast,1821.41,1110.99,2531.84,2019.14,197.73,"(1, 1, 1)","(1, 1, 1)",10.67
Norway,2031,Forecast,1822.84,1005.71,2639.98,2021.86,199.02,"(1, 1, 1)","(1, 1, 1)",10.67
Qatar,1971,Historical,426.0,,,427.0,1.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1972,Historical,478.0,,,480.0,2.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1973,Historical,568.0,,,571.0,3.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1974,Historical,509.0,,,512.0,3.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1975,Historical,435.0,,,436.0,1.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1976,Historical,497.0,,,498.0,1.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1977,Historical,429.0,,,430.0,1.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1978,Historical,483.0,,,484.0,1.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1979,Historical,492.0,,,494.0,2.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1980,Historical,467.0,,,468.0,1.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1981,Historical,402.0,,,404.0,2.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1982,Historical,333.0,,,337.0,4.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1983,Historical,286.0,,,289.0,3.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1984,Historical,386.0,,,386.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1985,Historical,317.0,,,317.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1986,Historical,358.0,,,358.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1987,Historical,306.0,,,306.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1988,Historical,351.0,,,351.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1989,Historical,417.0,,,417.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1990,Historical,425.0,,,425.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1991,Historical,422.0,,,422.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1992,Historical,464.0,,,464.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1993,Historical,438.0,,,438.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1994,Historical,431.0,,,431.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1995,Historical,430.0,,,430.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1996,Historical,473.0,,,473.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1997,Historical,556.0,,,556.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1998,Historical,676.0,,,676.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,1999,Historical,729.0,,,729.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2000,Historical,808.0,,,808.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2001,Historical,834.0,,,834.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2002,Historical,752.0,,,752.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2003,Historical,894.0,,,894.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2004,Historical,968.0,,,968.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2005,Historical,998.0,,,998.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2006,Historical,1064.0,,,1065.0,1.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2007,Historical,1140.0,,,1144.0,4.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2008,Historical,1334.0,,,1346.0,12.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2009,Historical,1328.0,,,1342.0,14.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2010,Historical,1503.0,,,1514.0,11.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2011,Historical,1702.0,,,1704.0,2.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2012,Historical,1758.0,,,1758.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2013,Historical,1788.0,,,1791.0,3.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2014,Historical,1815.0,,,1815.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2015,Historical,1788.0,,,1800.0,12.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2016,Historical,1750.0,,,1761.0,11.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2017,Historical,1626.88,,,1629.23,2.36,"(1, 1, 2)","(1, 1, 0)",
Qatar,2018,Historical,1615.47,,,1619.41,3.94,"(1, 1, 2)","(1, 1, 0)",
Qatar,2019,Historical,1488.5,,,1490.06,1.56,"(1, 1, 2)","(1, 1, 0)",
Qatar,2020,Historical,1503.57,,,1520.11,16.54,"(1, 1, 2)","(1, 1, 0)",
Qatar,2021,Historical,1508.0,,,1523.49,15.48,"(1, 1, 2)","(1, 1, 0)",
Qatar,2022,Historical,1346.15,,,1368.69,22.54,"(1, 1, 2)","(1, 1, 0)",
Qatar,2023,Historical,1440.21,,,1457.34,17.13,"(1, 1, 2)","(1, 1, 0)",
Qatar,2024,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(1, 1, 0)",
Qatar,2025,Forecast,1402.53,1305.48,1499.57,1420.29,17.76,"(1, 1, 2)","(1, 1, 0)",40.74
Qatar,2026,Forecast,1399.83,1260.65,1539.02,1417.52,17.69,"(1, 1, 2)","(1, 1, 0)",40.74
Qatar,2027,Forecast,1397.75,1208.77,1586.72,1415.44,17.7,"(1, 1, 2)","(1, 1, 0)",40.74
Qatar,2028,Forecast,1396.18,1155.62,1636.74,1413.88,17.7,"(1, 1, 2)","(1, 1, 0)",40.74
Qatar,2029,Forecast,1395.0,1103.5,1686.51,1412.7,17.7,"(1, 1, 2)","(1, 1, 0)",40.74
Qatar,2030,Forecast,1394.12,1053.35,1734.89,1411.81,17.7,"(1, 1, 2)","(1, 1, 0)",40.74
Qatar,2031,Forecast,1393.45,1005.51,1781.4,1411.15,17.7,"(1, 1, 2)","(1, 1, 0)",40.74
Russia,1971,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1972,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1973,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1974,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1975,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1976,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1977,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1978,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1979,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1980,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1981,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1982,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1983,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1984,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1985,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1986,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1987,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1988,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1989,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1990,Historical,5251.0,,,5781.0,530.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1991,Historical,4103.0,,,4614.0,511.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1992,Historical,3474.0,,,3723.0,249.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1993,Historical,3168.0,,,3430.0,262.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1994,Historical,3322.0,,,3445.0,123.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1995,Historical,3141.0,,,3375.0,234.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1996,Historical,3415.0,,,3607.0,192.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1997,Historical,3487.0,,,3686.0,199.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1998,Historical,3582.0,,,3774.0,192.0,"(0, 1, 1)","(2, 0, 1)",
Russia,1999,Historical,3555.0,,,3666.0,111.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2000,Historical,3835.0,,,3961.0,126.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2001,Historical,4259.0,,,4367.0,108.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2002,Historical,4980.0,,,5106.0,126.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2003,Historical,5788.0,,,5904.0,116.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2004,Historical,6481.0,,,6579.0,98.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2005,Historical,6685.0,,,6735.0,50.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2006,Historical,6681.0,,,6729.0,48.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2007,Historical,7006.0,,,7061.0,55.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2008,Historical,6711.0,,,6781.0,70.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2009,Historical,6949.0,,,7001.0,52.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2010,Historical,7125.0,,,7213.0,88.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2011,Historical,7210.0,,,7309.0,99.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2012,Historical,7228.0,,,7288.0,60.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2013,Historical,7352.0,,,7414.0,62.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2014,Historical,7116.0,,,7200.0,84.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2015,Historical,7584.0,,,7703.0,119.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2016,Historical,7625.0,,,7670.0,45.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2017,Historical,7668.46,,,7711.95,43.48,"(0, 1, 1)","(2, 0, 1)",
Russia,2018,Historical,7893.96,,,7931.24,37.27,"(0, 1, 1)","(2, 0, 1)",
Russia,2019,Historical,8077.95,,,8103.87,25.92,"(0, 1, 1)","(2, 0, 1)",
Russia,2020,Historical,7215.21,,,7245.8,30.59,"(0, 1, 1)","(2, 0, 1)",
Russia,2021,Historical,7179.36,,,7200.85,21.5,"(0, 1, 1)","(2, 0, 1)",
Russia,2022,Historical,7441.42,,,7456.02,14.6,"(0, 1, 1)","(2, 0, 1)",
Russia,2023,Historical,7574.37,,,7574.37,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2024,Historical,0.0,,,0.0,0.0,"(0, 1, 1)","(2, 0, 1)",
Russia,2025,Forecast,7534.06,6333.74,8658.78,7554.44,20.37,"(0, 1, 1)","(2, 0, 1)",819.59
Russia,2026,Forecast,7510.86,5918.17,9015.85,7554.44,43.57,"(0, 1, 1)","(2, 0, 1)",819.59
Russia,2027,Forecast,7503.06,5619.49,9301.4,7554.44,51.38,"(0, 1, 1)","(2, 0, 1)",819.59
Russia,2028,Forecast,7493.25,5359.6,9546.43,7554.44,61.19,"(0, 1, 1)","(2, 0, 1)",819.59
Russia,2029,Forecast,7490.31,5137.87,9764.46,7554.44,64.13,"(0, 1, 1)","(2, 0, 1)",819.59
Russia,2030,Forecast,7486.14,4934.46,9962.82,7554.44,68.3,"(0, 1, 1)","(2, 0, 1)",819.59
Russia,2031,Forecast,7485.05,4750.03,10146.06,7554.44,69.38,"(0, 1, 1)","(2, 0, 1)",819.59
Saudiarab,1971,Historical,4500.0,,,4516.0,16.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1972,Historical,5731.0,,,5750.0,19.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1973,Historical,7339.0,,,7353.0,14.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1974,Historical,8244.0,,,8265.0,21.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1975,Historical,6938.0,,,6965.0,27.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1976,Historical,8448.0,,,8487.0,39.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1977,Historical,9073.0,,,9121.0,48.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1978,Historical,8171.0,,,8227.0,56.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1979,Historical,9382.0,,,9473.0,91.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1980,Historical,9753.0,,,9844.0,91.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1981,Historical,9637.0,,,9739.0,102.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1982,Historical,6207.0,,,6287.0,80.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1983,Historical,4610.0,,,4657.0,47.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1984,Historical,4289.0,,,4337.0,48.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1985,Historical,2940.0,,,2963.0,23.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1986,Historical,4669.0,,,4687.0,18.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1987,Historical,3774.0,,,3783.0,9.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1988,Historical,4595.0,,,4604.0,9.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1989,Historical,4713.0,,,4722.0,9.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1990,Historical,6198.0,,,6207.0,9.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1991,Historical,7885.0,,,7894.0,9.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1992,Historical,7945.0,,,7953.0,8.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1993,Historical,7803.0,,,7803.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1994,Historical,7548.0,,,7548.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1995,Historical,7606.0,,,7606.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1996,Historical,7572.0,,,7572.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1997,Historical,7577.0,,,7577.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1998,Historical,7740.0,,,7740.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,1999,Historical,6990.0,,,6990.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2000,Historical,7379.0,,,7379.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2001,Historical,7104.0,,,7105.0,1.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2002,Historical,6221.0,,,6265.0,44.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2003,Historical,7644.0,,,7678.0,34.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2004,Historical,8263.0,,,8320.0,57.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2005,Historical,8759.0,,,8821.0,62.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2006,Historical,8407.0,,,8515.0,108.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2007,Historical,7865.0,,,8000.0,135.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2008,Historical,8087.0,,,8295.0,208.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2009,Historical,6872.0,,,7087.0,215.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2010,Historical,6743.0,,,6921.0,178.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2011,Historical,7854.0,,,8052.0,198.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2012,Historical,8202.0,,,8524.0,322.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2013,Historical,8087.0,,,8568.0,481.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2014,Historical,7824.0,,,8297.0,473.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2015,Historical,8193.0,,,8779.0,586.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2016,Historical,8816.0,,,9376.0,560.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2017,Historical,8186.68,,,8671.8,485.11,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2018,Historical,8707.6,,,9573.8,866.2,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2019,Historical,8261.07,,,8592.19,331.12,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2020,Historical,7613.06,,,7975.27,362.21,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2021,Historical,7403.5,,,7772.37,368.87,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2022,Historical,8702.48,,,9069.53,367.05,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2023,Historical,7672.15,,,8147.58,475.43,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2024,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(1, 1, 0)",
Saudiarab,2025,Forecast,7632.96,6250.31,9015.62,8061.08,428.12,"(1, 1, 0)","(1, 1, 0)",70.27
Saudiarab,2026,Forecast,7604.19,5593.53,9614.86,8052.97,448.77,"(1, 1, 0)","(1, 1, 0)",70.27
Saudiarab,2027,Forecast,7612.45,5112.95,10111.95,8052.21,439.76,"(1, 1, 0)","(1, 1, 0)",70.27
Saudiarab,2028,Forecast,7608.44,4705.16,10511.73,8052.13,443.69,"(1, 1, 0)","(1, 1, 0)",70.27
Saudiarab,2029,Forecast,7610.15,4351.18,10869.12,8052.13,441.97,"(1, 1, 0)","(1, 1, 0)",70.27
Saudiarab,2030,Forecast,7609.4,4030.66,11188.15,8052.13,442.72,"(1, 1, 0)","(1, 1, 0)",70.27
Saudiarab,2031,Forecast,7609.73,3737.28,11482.18,8052.13,442.4,"(1, 1, 0)","(1, 1, 0)",70.27
Singapore,1971,Historical,-130.0,,,308.0,438.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1972,Historical,-209.0,,,325.0,534.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1973,Historical,-237.0,,,337.0,574.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1974,Historical,-226.0,,,370.0,596.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1975,Historical,-234.0,,,300.0,534.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1976,Historical,-270.0,,,336.0,606.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1977,Historical,-254.0,,,410.0,664.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1978,Historical,-230.0,,,403.0,633.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1979,Historical,-206.0,,,449.0,655.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1980,Historical,-147.0,,,575.0,722.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1981,Historical,-229.0,,,667.0,896.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1982,Historical,-250.0,,,740.0,990.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1983,Historical,-241.0,,,754.0,995.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1984,Historical,-224.0,,,618.0,842.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1985,Historical,-205.0,,,586.0,791.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1986,Historical,-285.0,,,584.0,869.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1987,Historical,-396.0,,,583.0,979.0,"(0, 1, 2)","(0, 1, 2)",
