COUNTRY_CODE,TARGET_YEAR,FUEL_CATEGORY,METRIC,VALUE,SOURCE_ID,NUMBER_OF_UPDATES,COLLECTION_YEAR
TZA,2030,Gas,capacity_total_gw,,221,2,2025
TZA,2030,Other Renewables,capacity_total_gw,,221,2,2025
TZA,2030,Hydro,capacity_total_gw,,221,2,2025
TZA,2030,Solar,capacity_total_gw,,221,2,2025
TZA,2030,Wind,capacity_total_gw,,221,2,2025
BEL,2030,Solar,capacity_total_gw,11.6,128,1,2023
BEL,2030,Hydro,capacity_total_gw,0.15,128,1,2023
BEL,2030,Onshore Wind,capacity_total_gw,5.3,128,1,2023
BEL,2030,Offshore Wind,capacity_total_gw,5.8,128,1,2023
BEL,2030,Gas,capacity_total_gw,6.2,128,1,2023
BEL,2030,Bioenergy,capacity_total_gw,0.9,128,1,2023
BEL,2030,Wind,generation_twh,31.62,128,1,2023
BEL,2030,Solar,generation_twh,11.17,128,1,2023
BEL,2030,"Hydro, bio and other renewables",generation_twh,2.79,128,1,2023
BEL,2030,Gas,generation_twh,24.65,128,1,2023
BEL,2030,Wind,share_of_generation_pct,45.02349423,128,1,2023
BEL,2030,Solar,share_of_generation_pct,15.90488395,128,1,2023
BEL,2030,"Hydro, bio and other renewables",share_of_generation_pct,3.972661256,128,1,2023
BEL,2030,Gas,share_of_generation_pct,35.09896056,128,1,2023
BEL,2030,Pumped hydro,capacity_total_gw,1.305,128,1,2023
BEL,2030,Storage,capacity_total_gw,2.748,128,1,2023
BEL,2030,Solar,capacity_total_gw,,227,2,2026
BEL,2030,Hydro,capacity_total_gw,,227,2,2026
BEL,2030,Onshore Wind,capacity_total_gw,,227,2,2026
BEL,2030,Offshore Wind,capacity_total_gw,,227,2,2026
BEL,2030,Gas,capacity_total_gw,,227,2,2026
BEL,2030,Renewables,share_of_generation_pct,51,227,2,2023
KEN,2030,Bioenergy,capacity_total_gw,2,142,1,2024
KEN,2030,Other Renewables,capacity_total_gw,1.67,142,1,2024
KEN,2030,Hydro,capacity_total_gw,0.67,142,1,2024
KEN,2030,Solar,capacity_total_gw,2.67,142,1,2024
KEN,2030,Onshore Wind,capacity_total_gw,2,142,1,2024
KEN,2030,Demand,generation_twh,28,142,1,2024
KEN,2030,Bioenergy,generation_twh,3.67,142,1,2024
KEN,2030,Other Renewables,generation_twh,11,142,1,2024
KEN,2030,Hydro,generation_twh,8.07,142,1,2024
KEN,2030,Solar,generation_twh,3.67,142,1,2024
KEN,2030,Onshore Wind,generation_twh,6.6,142,1,2024
KEN,2030,Bioenergy,share_of_generation_pct,11.11,142,1,2024
KEN,2030,Other Renewables,share_of_generation_pct,33.33,142,1,2024
KEN,2030,Hydro,share_of_generation_pct,24.44,142,1,2024
KEN,2030,Solar,share_of_generation_pct,11.11,142,1,2024
KEN,2030,Onshore Wind,share_of_generation_pct,20,142,1,2024
NZL,2030,Hydro,generation_twh,24.7,154,1,2024
NZL,2030,Wind,generation_twh,6.7,154,1,2024
NZL,2030,Other Renewables,generation_twh,11.8,154,1,2024
NZL,2030,Solar,generation_twh,1.7,154,1,2024
NZL,2030,Gas,generation_twh,2.9,154,1,2024
NZL,2030,Hydro,capacity_total_gw,5.3,154,1,2024
NZL,2030,Wind,capacity_total_gw,2.1,154,1,2024
NZL,2030,Other Renewables,capacity_total_gw,1.7,154,1,2024
NZL,2030,Solar,capacity_total_gw,1.1,154,1,2024
NZL,2030,Gas,capacity_total_gw,1.2,154,1,2024
NZL,2030,Battery,capacity_total_gw,0.7,154,1,2024
NZL,2030,Renewables,share_of_generation_pct,93,154,1,2024
BGR,2030,Solar,capacity_total_gw,8.2,106,1,2023
BGR,2030,Wind,capacity_total_gw,2.7,106,1,2023
BGR,2030,Hydro,capacity_total_gw,4.1,106,1,2023
BGR,2030,Nuclear,capacity_total_gw,2,106,1,2023
BGR,2030,Other Fossil,capacity_total_gw,1.3,106,1,2023
BGR,2030,Coal,capacity_total_gw,2.2,106,1,2023
BGR,2030,Nuclear,capacity_total_gw,1.9,155,2,2024
BGR,2030,Bioenergy,capacity_total_gw,0.3,155,2,2024
BGR,2030,Hydro,capacity_total_gw,2.5,155,2,2024
BGR,2030,Wind,capacity_total_gw,2.6,155,2,2024
BGR,2030,Solar,capacity_total_gw,5.5,155,2,2024
BGR,2030,Coal,capacity_total_gw,,155,2,2024
BGR,2030,Other Fossil,capacity_total_gw,,155,2,2024
BGR,2030,Renewables,generation_twh,19.154,155,2,2024
BGR,2030,Fossil,generation_twh,7.064,155,2,2024
BGR,2030,Nuclear,generation_twh,15.495,155,2,2024
BGR,2030,Renewables,share_of_generation_pct,45.91853859,155,2,2024
BGR,2030,Fossil,share_of_generation_pct,16.93476854,155,2,2024
BGR,2030,Nuclear,share_of_generation_pct,37.14669288,155,2,2024
BGR,2030,Nuclear,capacity_total_gw,1.98,228,3,2026
BGR,2030,Bioenergy,capacity_total_gw,0.41,228,3,2026
BGR,2030,Hydro,capacity_total_gw,2.57,228,3,2026
BGR,2030,Onshore Wind,capacity_total_gw,1.99,228,3,2026
BGR,2030,Solar,capacity_total_gw,6.75,228,3,2026
BGR,2030,Coal,capacity_total_gw,1.93,228,3,2026
BGR,2030,Other Fossil,capacity_total_gw,1.98,228,3,2026
BGR,2030,Offshore Wind,capacity_total_gw,0.5,228,3,2026
BGR,2030,Renewables,generation_twh,19.54,228,3,2026
BGR,2030,Fossil,generation_twh,3.41,228,3,2026
BGR,2030,Nuclear,generation_twh,17.03,228,3,2026
BGR,2030,Renewables,share_of_generation_pct,0.4887443722,228,3,2026
BGR,2030,Fossil,share_of_generation_pct,0.08529264632,228,3,2026
BGR,2030,Nuclear,share_of_generation_pct,0.4259629815,228,3,2026
KHM,2030,Demand,generation_twh,36,147,1,2024
KHM,2030,Coal,capacity_total_gw,2.266,147,1,2024
KHM,2030,Hydro,capacity_total_gw,1.558,147,1,2024
KHM,2030,Other Fossil,capacity_total_gw,0.49,147,1,2024
KHM,2030,Solar,capacity_total_gw,1.005,147,1,2024
KHM,2030,Bioenergy,capacity_total_gw,0.098,147,1,2024
KHM,2030,Imports,capacity_total_gw,4.095,147,1,2024
KHM,2030,Battery,capacity_total_gw,0.2,147,1,2024
CHN,2030,Wind,capacity_total_gw,800,14,1,2023
CHN,2030,Solar,capacity_total_gw,1025,14,1,2023
CHN,2030,Hydro,capacity_total_gw,554,14,1,2023
CHN,2030,Coal,capacity_total_gw,1050,14,1,2023
CHN,2030,Gas,capacity_total_gw,185,14,1,2023
CHN,2030,Nuclear,capacity_total_gw,108,14,1,2023
CHN,2030,Bioenergy,capacity_total_gw,82,14,1,2023
CHN,2030,Clean,share_of_generation_pct,52.5,14,1,2023
CHN,2030,Storage,capacity_total_gw,130,14,1,2023
CHN,2030,Wind and solar,capacity_total_gw,2604,219,2,2025
CHN,2030,Hydro,capacity_total_gw,554,219,2,2025
CHN,2030,Bioenergy,capacity_total_gw,82,219,2,2025
CHN,2030,Solar,capacity_total_gw,,219,2,2025
CHN,2030,Wind,capacity_total_gw,,219,2,2025
IDN,2030,Coal,generation_twh,208.3,126,1,2023
IDN,2030,Gas,generation_twh,90.6,126,1,2023
IDN,2030,Bioenergy,generation_twh,41.4,126,1,2023
IDN,2030,Other Renewables,generation_twh,49.8,126,1,2023
IDN,2030,Hydro,generation_twh,65.2,126,1,2023
IDN,2030,Solar,generation_twh,43.1,126,1,2023
IDN,2030,Wind,generation_twh,32.1,126,1,2023
IDN,2030,Coal,share_of_generation_pct,39.26,126,1,2023
IDN,2030,Gas,share_of_generation_pct,17.08,126,1,2023
IDN,2030,Bioenergy,share_of_generation_pct,7.8,126,1,2023
IDN,2030,Other Renewables,share_of_generation_pct,9.39,126,1,2023
IDN,2030,Hydro,share_of_generation_pct,12.29,126,1,2023
IDN,2030,Solar,share_of_generation_pct,8.12,126,1,2023
IDN,2030,Wind,share_of_generation_pct,6.05,126,1,2023
IDN,2030,Coal,capacity_total_gw,40.6,126,1,2023
IDN,2030,Gas,capacity_total_gw,31.8,126,1,2023
IDN,2030,Bioenergy,capacity_total_gw,3.5,126,1,2023
IDN,2030,Other Renewables,capacity_total_gw,6.4,126,1,2023
IDN,2030,Hydro,capacity_total_gw,14.6,126,1,2023
IDN,2030,Solar,capacity_total_gw,29.3,126,1,2023
IDN,2030,Wind,capacity_total_gw,8.6,126,1,2023
IDN,2030,Storage,capacity_total_gw,4.3,126,1,2023
IDN,2030,Bioenergy,capacity_total_gw,0.852,215,2,2025
IDN,2030,Hydro,capacity_total_gw,5.03,215,2,2025
IDN,2030,Solar,capacity_total_gw,7.562,215,2,2025
IDN,2030,Wind,capacity_total_gw,2.765,215,2,2025
ISL,2030,"Hydro, bio and other renewables",capacity_total_gw,2.716,115,1,2023
ISL,2030,"Hydro, bio and other renewables",share_of_generation_pct,100,115,1,2023
MYS,2030,Gas,generation_twh,67.34072289,46,1,2023
MYS,2030,Coal,generation_twh,83.33414458,46,1,2023
MYS,2030,Hydro,generation_twh,42.08795181,46,1,2023
MYS,2030,Non-hydro renewables,generation_twh,19.36045783,46,1,2023
MYS,2035,Gas,generation_twh,95.2,46,1,2023
MYS,2035,Coal,generation_twh,56.8,46,1,2023
MYS,2035,Hydro,generation_twh,39,46,1,2023
MYS,2035,Non-hydro renewables,generation_twh,18.2,46,1,2023
MYS,2035,Other Fossil,generation_twh,0.3,46,1,2023
MYS,2030,Gas,share_of_generation_pct,31.75,46,1,2023
MYS,2030,Coal,share_of_generation_pct,39.29,46,1,2023
MYS,2030,Hydro,share_of_generation_pct,19.84,46,1,2023
MYS,2030,Non-hydro renewables,share_of_generation_pct,9.13,46,1,2023
MYS,2035,Gas,share_of_generation_pct,45,46,1,2023
MYS,2035,Coal,share_of_generation_pct,27,46,1,2023
MYS,2035,Hydro,share_of_generation_pct,19,46,1,2023
MYS,2035,Non-hydro renewables,share_of_generation_pct,9,46,1,2023
MYS,2035,Other Fossil,share_of_generation_pct,0.1,46,1,2023
MYS,2030,Solar,capacity_total_gw,6.86,81,1,2023
MYS,2030,Hydro,capacity_total_gw,7.84,81,1,2023
MYS,2030,Bioenergy,capacity_total_gw,0.49,81,1,2023
MYS,2030,Other Fossil,capacity_total_gw,0.98,81,1,2023
MYS,2030,Gas,capacity_total_gw,21.07,81,1,2023
MYS,2030,Coal,capacity_total_gw,11.27,81,1,2023
MYS,2040,Solar,capacity_total_gw,26.52,81,1,2023
MYS,2040,Hydro,capacity_total_gw,8.16,81,1,2023
MYS,2040,Bioenergy,capacity_total_gw,0.68,81,1,2023
MYS,2040,Other Fossil,capacity_total_gw,1.36,81,1,2023
MYS,2040,Gas,capacity_total_gw,25.84,81,1,2023
MYS,2040,Coal,capacity_total_gw,6.12,81,1,2023
MYS,2050,Solar,capacity_total_gw,56.26,81,1,2023
MYS,2050,Hydro,capacity_total_gw,10.67,81,1,2023
MYS,2050,Bioenergy,capacity_total_gw,0.97,81,1,2023
MYS,2050,Other Fossil,capacity_total_gw,0,81,1,2023
MYS,2050,Gas,capacity_total_gw,28.13,81,1,2023
MYS,2050,Coal,capacity_total_gw,0,81,1,2023
MYS,2030,Bioenergy,generation_twh,2.58,192,2,2024
MYS,2030,Coal,generation_twh,66.64,192,2,2024
MYS,2030,Gas,generation_twh,111.32,192,2,2024
MYS,2030,Hydro,generation_twh,41.21,192,2,2024
MYS,2030,Other Fossil,generation_twh,0.93,192,2,2024
MYS,2030,Solar,generation_twh,12.02,192,2,2024
MYS,2030,Bioenergy,share_of_generation_pct,1.1,192,2,2024
MYS,2030,Coal,share_of_generation_pct,28.4,192,2,2024
MYS,2030,Gas,share_of_generation_pct,47.4,192,2,2024
MYS,2030,Hydro,share_of_generation_pct,17.6,192,2,2024
MYS,2030,Other Fossil,share_of_generation_pct,0.4,192,2,2024
MYS,2030,Solar,share_of_generation_pct,5.1,192,2,2024
MYS,2030,Non-hydro renewables,share_of_generation_pct,,192,2,2024
MYS,2030,Battery,capacity_total_gw,0.22,202,3,2024
UZB,2030,Gas,capacity_total_gw,13.4,167,1,2024
UZB,2030,Coal,capacity_total_gw,1.7,167,1,2024
UZB,2030,Hydro,capacity_total_gw,3.8,167,1,2024
UZB,2030,Wind,capacity_total_gw,3,167,1,2024
UZB,2030,Solar,capacity_total_gw,5,167,1,2024
UZB,2030,Nuclear,capacity_total_gw,2.4,167,1,2024
UZB,2030,Gas,generation_twh,60.6,167,1,2024
UZB,2030,Nuclear,generation_twh,18,167,1,2024
UZB,2030,Wind,generation_twh,8.6,167,1,2024
UZB,2030,Solar,generation_twh,10.5,167,1,2024
UZB,2030,Hydro,generation_twh,13.1,167,1,2024
UZB,2030,Coal,generation_twh,10.1,167,1,2024
UZB,2030,Gas,share_of_generation_pct,50.1,167,1,2024
UZB,2030,Nuclear,share_of_generation_pct,14.9,167,1,2024
UZB,2030,Wind,share_of_generation_pct,7.1,167,1,2024
UZB,2030,Solar,share_of_generation_pct,8.7,167,1,2024
UZB,2030,Hydro,share_of_generation_pct,10.8,167,1,2024
UZB,2030,Coal,share_of_generation_pct,8.4,167,1,2024
FIN,2030,Solar,capacity_total_gw,2.8,42,1,2023
FIN,2030,Wind,capacity_total_gw,7.2,42,1,2023
FIN,2030,Hydro,capacity_total_gw,3.2,42,1,2023
FIN,2030,Bioenergy,capacity_total_gw,2.45,101,1,2023
FIN,2030,Solar,capacity_total_gw,5.8,188,2,2024
FIN,2030,Onshore Wind,capacity_total_gw,9,188,2,2024
FIN,2030,Offshore Wind,capacity_total_gw,1,188,2,2024
FIN,2030,Hydro,capacity_total_gw,3.2,188,2,2024
FIN,2030,Wind,capacity_total_gw,,188,2,2024
FIN,2030,Bioenergy,capacity_total_gw,,188,2,2024
FIN,2030,Solar,generation_twh,5.51,188,2,2024
FIN,2030,Wind,generation_twh,34.09,188,2,2024
FIN,2030,Hydro,generation_twh,14.87,188,2,2024
FIN,2030,Other Renewables,generation_twh,14.47,188,2,2024
FIN,2030,Coal,generation_twh,0.85,188,2,2024
FIN,2030,Gas,generation_twh,1.25,188,2,2024
FIN,2030,Other Fossil,generation_twh,1.57,188,2,2024
FIN,2030,Nuclear,generation_twh,36.31,188,2,2024
FIN,2030,Solar,share_of_generation_pct,5.06,188,2,2024
FIN,2030,Wind,share_of_generation_pct,31.3,188,2,2024
FIN,2030,Hydro,share_of_generation_pct,13.65,188,2,2024
FIN,2030,Other Renewables,share_of_generation_pct,13.29,188,2,2024
FIN,2030,Coal,share_of_generation_pct,0.78,188,2,2024
FIN,2030,Gas,share_of_generation_pct,1.15,188,2,2024
FIN,2030,Other Fossil,share_of_generation_pct,1.44,188,2,2024
FIN,2030,Nuclear,share_of_generation_pct,33.34,188,2,2024
GRC,2030,Onshore Wind,generation_twh,19,129,1,2023
GRC,2030,Offshore Wind,generation_twh,6,129,1,2023
GRC,2030,Solar,generation_twh,19,129,1,2023
GRC,2030,Other Renewables,generation_twh,2,129,1,2023
GRC,2030,Hydro,generation_twh,7,129,1,2023
GRC,2030,Gas,generation_twh,12,129,1,2023
GRC,2030,Onshore Wind,capacity_total_gw,8,129,1,2023
GRC,2030,Offshore Wind,capacity_total_gw,2,129,1,2023
GRC,2030,Solar,capacity_total_gw,13,129,1,2023
GRC,2030,Other Renewables,capacity_total_gw,1,129,1,2023
GRC,2030,Hydro,capacity_total_gw,4,129,1,2023
GRC,2030,Gas,capacity_total_gw,8,129,1,2023
GRC,2030,Other Fossil,capacity_total_gw,1,129,1,2023
GRC,2030,Onshore Wind,share_of_generation_pct,29.23,129,1,2023
GRC,2030,Offshore Wind,share_of_generation_pct,9.23,129,1,2023
GRC,2030,Solar,share_of_generation_pct,29.23,129,1,2023
GRC,2030,Other Renewables,share_of_generation_pct,3.08,129,1,2023
GRC,2030,Hydro,share_of_generation_pct,10.77,129,1,2023
GRC,2030,Gas,share_of_generation_pct,18.46,129,1,2023
GRC,2030,Pumped hydro,capacity_total_gw,3.1,129,1,2023
GRC,2030,Battery,capacity_total_gw,2.2,129,1,2023
KAZ,2030,Coal,generation_twh,33.5,164,1,2024
KAZ,2030,Gas,generation_twh,39.8,164,1,2024
KAZ,2030,Other Fossil,generation_twh,0.3,164,1,2024
KAZ,2030,Hydro,generation_twh,23.2,164,1,2024
KAZ,2030,Wind,generation_twh,21,164,1,2024
KAZ,2030,Solar,generation_twh,12.6,164,1,2024
KAZ,2030,Bioenergy,generation_twh,1.6,164,1,2024
KAZ,2030,Coal,share_of_generation_pct,25.38,164,1,2024
KAZ,2030,Gas,share_of_generation_pct,30.15,164,1,2024
KAZ,2030,Other Fossil,share_of_generation_pct,0.23,164,1,2024
KAZ,2030,Hydro,share_of_generation_pct,17.58,164,1,2024
KAZ,2030,Wind,share_of_generation_pct,15.91,164,1,2024
KAZ,2030,Solar,share_of_generation_pct,9.55,164,1,2024
KAZ,2030,Bioenergy,share_of_generation_pct,1.21,164,1,2024
ARG,2030,Demand,demand_twh,218.59,37,1,2023
ARG,2030,Fossil,generation_twh,97.681,37,1,2023
ARG,2030,Hydro,generation_twh,49.286,37,1,2023
ARG,2030,Nuclear,generation_twh,21.785,37,1,2023
ARG,2030,Rest of renewables,generation_twh,58.332,37,1,2023
ARG,2030,Fossil,capacity_total_gw,31.585,37,1,2023
ARG,2030,Hydro,capacity_total_gw,13.215,37,1,2023
ARG,2030,Nuclear,capacity_total_gw,3.017,37,1,2023
ARG,2030,Rest of renewables,capacity_total_gw,19.257,37,1,2023
ARG,2030,Fossil,share_of_generation_pct,43.02,37,1,2023
ARG,2030,Hydro,share_of_generation_pct,21.7,37,1,2023
ARG,2030,Nuclear,share_of_generation_pct,9.59,37,1,2023
ARG,2030,Rest of renewables,share_of_generation_pct,25.69,37,1,2023
JOR,2030,Demand,demand_twh,0.019701,174,1,2024
JOR,2030,Renewables,capacity_total_gw,3.2,174,1,2024
JOR,2030,Gas,capacity_total_gw,5.47,174,1,2024
JOR,2030,Other Fossil,capacity_total_gw,1.65,174,1,2024
AUS,2030,Coal,capacity_total_gw,7.1,28,1,2023
AUS,2030,Gas,capacity_total_gw,11.2,28,1,2023
AUS,2030,Hydro,capacity_total_gw,7.2,28,1,2023
AUS,2030,Offshore Wind,capacity_total_gw,0,28,1,2023
AUS,2030,Solar,capacity_total_gw,50.8,28,1,2023
AUS,2030,Wind,capacity_total_gw,34.4,28,1,2023
AUS,2030,Coal,generation_twh,40.7,28,1,2023
AUS,2030,Gas,generation_twh,5.5,28,1,2023
AUS,2030,Hydro,generation_twh,15.3,28,1,2023
AUS,2030,Offshore Wind,generation_twh,0,28,1,2023
AUS,2030,Solar,generation_twh,77,28,1,2023
AUS,2030,Wind,generation_twh,106.5,28,1,2023
AUS,2030,Coal,share_of_generation_pct,16.6,28,1,2023
AUS,2030,Gas,share_of_generation_pct,2.2,28,1,2023
AUS,2030,Hydro,share_of_generation_pct,6.2,28,1,2023
AUS,2030,Offshore Wind,share_of_generation_pct,0,28,1,2023
AUS,2030,Solar,share_of_generation_pct,31.4,28,1,2023
AUS,2030,Wind,share_of_generation_pct,43.5,28,1,2023
AUS,2030,Storage,capacity_total_gw,18.6,28,1,2023
AUS,2030,Storage,generation_twh,21.1,28,1,2023
AUS,2030,Coal,capacity_total_gw,5.1,214,2,2025
AUS,2030,Gas,capacity_total_gw,12.9,214,2,2025
AUS,2030,Hydro,capacity_total_gw,6.8,214,2,2025
AUS,2030,Offshore Wind,capacity_total_gw,1,214,2,2025
AUS,2030,Solar,capacity_total_gw,62.7,214,2,2025
AUS,2030,Wind,capacity_total_gw,39.9,214,2,2025
AUS,2030,Storage,capacity_total_gw,29.7,214,2,2025
AUS,2030,Coal,generation_twh,23.9,214,2,2025
AUS,2030,Gas,generation_twh,16.1,214,2,2025
AUS,2030,Hydro,generation_twh,14.8,214,2,2025
AUS,2030,Offshore Wind,generation_twh,3.9,214,2,2025
AUS,2030,Solar,generation_twh,93.4,214,2,2025
AUS,2030,Wind,generation_twh,114,214,2,2025
AUS,2030,Storage,generation_twh,31.3,214,2,2025
AUS,2030,Coal,share_of_generation_pct,8.9,214,2,2025
AUS,2030,Gas,share_of_generation_pct,6,214,2,2025
AUS,2030,Hydro,share_of_generation_pct,5.5,214,2,2025
AUS,2030,Offshore Wind,share_of_generation_pct,1.4,214,2,2025
AUS,2030,Solar,share_of_generation_pct,34.7,214,2,2025
AUS,2030,Wind,share_of_generation_pct,42.4,214,2,2025
AUS,2030,Rest of renewables,share_of_generation_pct,1.1,214,2,2025
CHL,2030,Coal,generation_twh,0.02717,58,1,2023
CHL,2030,Other Renewables,generation_twh,0.57232,58,1,2023
CHL,2030,Bioenergy,generation_twh,2.35305,58,1,2023
CHL,2030,Hydro,generation_twh,21.52516,58,1,2023
CHL,2030,Gas,generation_twh,6.59345,58,1,2023
CHL,2030,Solar,generation_twh,43.43233,58,1,2023
CHL,2030,Wind,generation_twh,25.79142,58,1,2023
CHL,2030,Other Fossil,generation_twh,4.37385,58,1,2023
CHL,2030,Coal,share_of_generation_pct,0.025958082,58,1,2023
CHL,2030,Other Renewables,share_of_generation_pct,0.546791664,58,1,2023
CHL,2030,Bioenergy,share_of_generation_pct,2.248092196,58,1,2023
CHL,2030,Hydro,share_of_generation_pct,20.56503015,58,1,2023
CHL,2030,Gas,share_of_generation_pct,6.299349137,58,1,2023
CHL,2030,Solar,share_of_generation_pct,41.49503075,58,1,2023
CHL,2030,Wind,share_of_generation_pct,24.64099361,58,1,2023
CHL,2030,Other Fossil,share_of_generation_pct,4.178754404,58,1,2023
CHL,2030,Coal,capacity_total_gw,0,58,1,2023
CHL,2030,Other Renewables,capacity_total_gw,0.081,58,1,2023
CHL,2030,Bioenergy,capacity_total_gw,0.80108,58,1,2023
CHL,2030,Hydro,capacity_total_gw,7.935239,58,1,2023
CHL,2030,Gas,capacity_total_gw,4.25953,58,1,2023
CHL,2030,Solar,capacity_total_gw,14.25447763,58,1,2023
CHL,2030,Wind,capacity_total_gw,15.3314522,58,1,2023
CHL,2030,Other Fossil,capacity_total_gw,4.5595601,58,1,2023
CHL,2030,Battery,capacity_total_gw,1.8935381,58,1,2023
CHL,2030,Pumped hydro,capacity_total_gw,3.43,58,1,2023
CHL,2030,Pumped hydro,generation_twh,6.9,58,1,2023
CHL,2030,Battery,generation_twh,2.322096616,58,1,2023
ECU,2030,Other Renewables,generation_twh,6.127,157,1,2024
ECU,2030,Wind,generation_twh,0.5169,157,1,2024
ECU,2030,Solar,generation_twh,0.275,157,1,2024
ECU,2030,Hydro,generation_twh,16.80026,157,1,2024
ECU,2030,Gas,generation_twh,4.2,157,1,2024
ECU,2030,Other Renewables,capacity_total_gw,1.49,157,1,2024
ECU,2030,Wind,capacity_total_gw,0.16,157,1,2024
ECU,2030,Solar,capacity_total_gw,0.2,157,1,2024
ECU,2030,Hydro,capacity_total_gw,2.43691,157,1,2024
ECU,2030,Gas,capacity_total_gw,0.587,157,1,2024
ECU,2030,Other Renewables,share_of_generation_pct,21.9455,157,1,2024
ECU,2030,Wind,share_of_generation_pct,1.8514,157,1,2024
ECU,2030,Solar,share_of_generation_pct,0.985,157,1,2024
ECU,2030,Hydro,share_of_generation_pct,60.1747,157,1,2024
ECU,2030,Gas,share_of_generation_pct,15.0434,157,1,2024
LAO,2030,Hydro,capacity_total_gw,17.48,199,1,2024
LAO,2030,Solar,capacity_total_gw,1.591,199,1,2024
LAO,2030,Wind,capacity_total_gw,0.6,199,1,2024
LAO,2030,Bioenergy,capacity_total_gw,0.112,199,1,2024
SGP,2030,Solar,capacity_total_gw,2,160,1,2024
UKR,2030,Hydro,capacity_total_gw,4.935,178,1,2024
UKR,2030,Other Renewables,capacity_total_gw,0.02,178,1,2024
UKR,2030,Solar,capacity_total_gw,11.788,178,1,2024
UKR,2030,Onshore Wind,capacity_total_gw,5.12,178,1,2024
UKR,2030,Offshore Wind,capacity_total_gw,0.3,178,1,2024
UKR,2030,Bioenergy,capacity_total_gw,1.448,178,1,2024
UKR,2030,Battery,capacity_total_gw,0.64,178,1,2024
UKR,2030,Hydro,generation_twh,7.1,178,1,2024
UKR,2030,Other Renewables,generation_twh,0.1,178,1,2024
UKR,2030,Solar,generation_twh,14.7,178,1,2024
UKR,2030,Onshore Wind,generation_twh,14.749,178,1,2024
UKR,2030,Offshore Wind,generation_twh,1.051,178,1,2024
UKR,2030,Bioenergy,generation_twh,6.53,178,1,2024
UKR,2030,Renewables,share_of_generation_pct,25,178,1,2024
HUN,2030,Bioenergy,generation_twh,0.093,79,1,2023
HUN,2030,Coal,generation_twh,0.235,79,1,2023
HUN,2030,Gas,generation_twh,3.375,79,1,2023
HUN,2030,Hydro,generation_twh,0.244,79,1,2023
HUN,2030,Nuclear,generation_twh,34.362,79,1,2023
HUN,2030,Other Renewables,generation_twh,0.392,79,1,2023
HUN,2030,Solar,generation_twh,13.201,79,1,2023
HUN,2030,Wind,generation_twh,2.43,79,1,2023
HUN,2040,Bioenergy,generation_twh,2.055,79,1,2023
HUN,2040,Coal,generation_twh,0,79,1,2023
HUN,2040,Gas,generation_twh,2.317,79,1,2023
HUN,2040,Hydro,generation_twh,0.273,79,1,2023
HUN,2040,Nuclear,generation_twh,33.731,79,1,2023
HUN,2040,Other Renewables,generation_twh,1.285,79,1,2023
HUN,2040,Solar,generation_twh,16.43,79,1,2023
HUN,2040,Wind,generation_twh,4.5,79,1,2023
HUN,2030,Bioenergy,share_of_generation_pct,0.1711698447,79,1,2023
HUN,2030,Coal,share_of_generation_pct,0.4325259516,79,1,2023
HUN,2030,Gas,share_of_generation_pct,6.211808879,79,1,2023
HUN,2030,Hydro,share_of_generation_pct,0.4490907752,79,1,2023
HUN,2030,Nuclear,share_of_generation_pct,63.2444968,79,1,2023
HUN,2030,Other Renewables,share_of_generation_pct,0.7214900979,79,1,2023
HUN,2030,Solar,share_of_generation_pct,24.29691526,79,1,2023
HUN,2030,Wind,share_of_generation_pct,4.472502393,79,1,2023
HUN,2040,Bioenergy,share_of_generation_pct,3.39,79,1,2023
HUN,2040,Coal,share_of_generation_pct,0,79,1,2023
HUN,2040,Gas,share_of_generation_pct,3.82,79,1,2023
HUN,2040,Hydro,share_of_generation_pct,0.45,79,1,2023
HUN,2040,Nuclear,share_of_generation_pct,55.67,79,1,2023
HUN,2040,Other Renewables,share_of_generation_pct,2.12,79,1,2023
HUN,2040,Solar,share_of_generation_pct,27.12,79,1,2023
HUN,2040,Wind,share_of_generation_pct,7.43,79,1,2023
HUN,2030,Bioenergy,capacity_total_gw,0.1,79,1,2023
HUN,2030,Coal,capacity_total_gw,0,79,1,2023
HUN,2030,Gas,capacity_total_gw,3.2,79,1,2023
HUN,2030,Hydro,capacity_total_gw,0.1,79,1,2023
HUN,2030,Nuclear,capacity_total_gw,4.4,79,1,2023
HUN,2030,Other Renewables,capacity_total_gw,0.1,79,1,2023
HUN,2030,Solar,capacity_total_gw,12,79,1,2023
HUN,2030,Wind,capacity_total_gw,1.1,79,1,2023
HUN,2040,Bioenergy,capacity_total_gw,0.3,79,1,2023
HUN,2040,Coal,capacity_total_gw,0,79,1,2023
HUN,2040,Gas,capacity_total_gw,1.9,79,1,2023
HUN,2040,Hydro,capacity_total_gw,0.057,79,1,2023
HUN,2040,Nuclear,capacity_total_gw,4.426,79,1,2023
HUN,2040,Other Renewables,capacity_total_gw,0.178,79,1,2023
HUN,2040,Solar,capacity_total_gw,14.935,79,1,2023
HUN,2040,Wind,capacity_total_gw,2,79,1,2023
HUN,2030,Nuclear,capacity_total_gw,2,205,2,2024
HUN,2030,Other Fossil,capacity_total_gw,0.4,205,2,2024
HUN,2030,Gas,capacity_total_gw,3.2,205,2,2024
HUN,2030,Other Renewables,capacity_total_gw,0.1,205,2,2024
HUN,2030,Hydro,capacity_total_gw,0.1,205,2,2024
